765,14
766,06
767,16
768,10
769,23
770,14
771,17
772,32
773,12
774,24
775,19
776,29
777,22
778,15
779,07
780,22
781,18
782,14
783,10
784,25
785,13
786,21
787,33
788,04
789,05
790,24
791,02
792,19
793,16
794,07
795,26
796,04
797,08
798,33
799,24
800,32
801,02
802,13
803,24
804,20
805,16
806,10
807,29
808,25
809,08
810,16
811,13
812,13
813,26
814,10
815,29
816,19
817,22
818,09
819,29
820,24
821,17
822,22
823,18
824,02
825,24
826,33
827,25
828,03
829,01
830,12
831,01
832,33
833,31
834,19
835,23
836,17
837,21
838,15
839,04
840,16
841,15
842,06
843,17
844,03
845,05
846,10
847,15
848,33
849,26
850,17
851,07
852,15
853,13
854,32
855,01
856,12
857,13
858,18
859,26
860,06
861,20
862,12
863,12
864,07
865,23
866,30
867,10
868,11
869,04
870,16
871,06
872,17
873,12
874,30
875,16
876,15
877,28
878,32
879,24
880,32
881,25
882,10
883,07
884,17
885,13
886,32
887,32
888,28
889,08
890,24
891,10
892,30
893,23
894,09
895,04
896,12
897,09
898,10
899,20
900,31
901,01
902,05
903,09
904,32
905,30
906,11
907,24
908,20
909,04
910,12
911,11
912,15
913,32
914,20
915,08
916,31
917,01
918,16
919,28
920,32
921,13
922,15
923,20
924,11
925,10
926,31
927,23
928,32
929,16
930,18
931,28
932,04
933,07
934,04
935,04
936,24
937,25
938,12
939,15
940,27
941,05
942,26
943,12
944,02
945,02
946,32
947,13
948,23
949,26
950,06
951,12
952,15
953,25
954,07
955,25
956,30
957,05
958,15
959,14
960,01
961,14
962,33
963,27
964,33
965,29
966,15
967,28
968,05
969,33
970,09
971,06
972,29
973,18
974,20
975,25
976,21
977,07
978,18
979,32
980,30
981,27
982,16
983,17
984,14
985,33
986,13
987,13
988,08
989,07
990,13
991,02
992,03
993,23
994,33
995,01
996,11
997,24
998,14
999,25
1000,29
1001,02
1002,26
1003,07
1004,02
1005,25
1006,06
1007,01
1008,25
1009,25
1010,18
1011,12
1012,22
1013,18
1014,28
1015,19
1016,16
1017,25
1018,25
1019,29
1020,11
1021,22
1022,09
1023,02
1024,21
1025,20
1026,08
1027,10
1028,07
1029,27
1030,02
1031,24
1032,01
1033,20
1034,13
1035,25
1036,19
1037,01
1038,18
1039,22
1040,11
1041,02
1042,08
1043,30
1044,22
1045,14
1046,20
1047,32
1048,33
1049,13
1050,30
1051,23
1052,17
1053,05
1054,31
1055,08
1056,11
1057,14
1058,10
1059,27
1060,31
1061,02
1062,18
1063,12
1064,05
1065,25
1066,27
1067,08
1068,06
1069,20
1070,13
1071,28
1072,32
1073,11
1074,12
1075,16
1076,16
1077,24
1078,06
1079,26
1080,20
1081,33
1082,23
1083,08
1084,15
1085,15
1086,23
1087,18
1088,01
1089,04
1090,01
1091,18
1092,17
1093,01
1094,10
1095,24
1096,05
1097,25
1098,06
1099,30
1100,16
1101,29
1102,08
1103,28
1104,03
1105,04
1106,04
1107,14
1108,07
1109,16
1110,10
1111,17
1112,16
1113,10
1114,10
1115,13
1116,26
1117,18
1118,18
1119,03
1120,16
1121,30
1122,15
1123,03
1124,25
1125,30
1126,23
1127,25
1128,30
1129,13
1130,04
1131,30
1132,03
1133,06
1134,13
1135,06
1136,12
1137,13
1138,17
1139,24
1140,18
1141,09
1142,19
1143,26
1144,22
1145,07
1146,29
1147,16
1148,06
1149,28
1150,19
1151,16
1152,18
1153,21
1154,06
1155,10
1156,31
1157,17
1158,21
1159,05
1160,01
1161,33
1162,28
1163,15
1164,13
1165,19
1166,13
1167,02
1168,25
1169,23
1170,10
1171,05
1172,12
1173,19
1174,14
1175,27
1176,32
1177,29
1178,25
1179,10
1180,11
1181,28
1182,01
1183,19
1184,03
1185,33
1186,13
1187,25
1188,21
1189,18
1190,27
1191,10
1192,03
1193,29
1194,15
1195,29
1196,29
1197,14
1198,19
1199,10
1200,24
1201,12
1202,15
1203,10
1204,05
1205,32
1206,32
1207,26
1208,26
1209,13
1210,29
1211,32
1212,25
1213,25
1214,28
1215,12
1216,24
1217,24
1218,18
1219,17
1220,11
1221,18
1222,21
1223,32
1224,13
1225,09
1226,03
1227,13
1228,20
1229,03
1230,21
1231,21
1232,23
1233,05
1234,15
1235,10
1236,06
1237,11
1238,22
1239,22
1240,33
1241,26
1242,05
1243,05
1244,25
1245,16
1246,33
1247,12
1248,19
1249,14
1250,09
1251,28
1252,04
1253,31
1254,14
1255,09
1256,32
1257,13
1258,22
1259,23
1260,26
1261,18
1262,21
1263,05
1264,21
1265,06
1266,20
1267,02
1268,11
1269,15
1270,08
1271,18
1272,29
1273,16
1274,07
1275,02
1276,02
1277,33
1278,18
1279,23
1280,31
1281,10
1282,07
1283,04
1284,25
1285,05
1286,03
1287,08
1288,11
1289,31
1290,25
1291,32
1292,20
1293,24
1294,03
1295,15
1296,17
1297,06
1298,05
1299,01
1300,17
1301,25
1302,26
1303,22
1304,03
1305,18
1306,08
1307,15
1308,28
1309,03
1310,25
1311,30
1312,15
1313,25
1314,21
1315,04
1316,24
1317,16
1318,23
1319,12
1320,19
1321,19
1322,19
1323,22
1324,09
1325,24
1326,06
1327,11
1328,06
1329,20
1330,33
1331,33
1332,05
1333,19
1334,07
1335,14
1336,05
1337,25
1338,20
1339,24
1340,14
1341,31
1342,26
1343,13
1344,16
1345,18
1346,31
1347,17
1348,10
1349,08
1350,26
1351,26
1352,22
1353,11
1354,02
1355,19
1356,03
1357,17
1358,16
1359,23
1360,22
1361,28
1362,24
1363,24
1364,15
1365,05
1366,11
1367,33
1368,28
1369,17
1370,08
1371,14
1372,03
1373,03
1374,30
1375,05
1376,18
1377,24
1378,09
1379,29
1380,29
1381,13
1382,31
1383,08
1384,15
1385,12
1386,25
1387,04
1388,19
1389,06
1390,13
1391,15
1392,12
1393,12
1394,03
1395,31
1396,31
1397,09
1398,06
1399,32
1400,29
1401,15
1402,12
1403,20
1404,04
1405,20
1406,29
1407,08
1408,33
1409,13
1410,24
1411,09
1412,12
1413,01
1414,15
1415,19
1416,25
1417,01
1418,07
1419,08
1420,21
1421,13
1422,16
1423,24
1424,30
1425,08
1426,22
1427,25
1428,10
1429,28
1430,05
1431,15
1432,21
1433,25
1434,23
1435,24
1436,10
1437,11
1438,16
1439,15
1440,30
1441,28
1442,27
1443,25
1444,13
1445,02
1446,32
1447,16
1448,01
1449,03
1450,28
1451,19
1452,17
1453,18
1454,06
1455,12
1456,08
1457,26
1458,01
1459,31
1460,07
1461,03
1462,23
1463,16
1464,11
1465,21
1466,25
1467,23
1468,26
1469,15
1470,21
1471,28
1472,06
1473,17
1474,05
1475,15
1476,10
1477,15
1478,02
1479,17
1480,08
1481,25
1482,26
1483,06
1484,03
1485,27
1486,28
1487,32
1488,07
1489,08
1490,22
1491,22
1492,14
1493,19
1494,29
1495,19
1496,08
1497,29
1498,05
1499,05
1500,19
1501,20
1502,25
1503,07
1504,16
1505,01
1506,20
1507,16
1508,28
1509,12
1510,33
1511,20
1512,08
1513,09
1514,24
1515,14
1516,26
1517,07
1518,28
1519,10
1520,14
1521,19
1522,07
1523,12
1524,11
1525,28
1526,09
1527,08
1528,24
1529,14
1530,11
1531,26
1532,02
1533,28
1534,22
1535,23
1536,20
1537,26
1538,16
1539,23
1540,05
1541,20
1542,02
1543,27
1544,32
1545,11
1546,32
1547,09
1548,18
1549,02
1550,13
1551,24
1552,17
1553,18
1554,33
1555,27
1556,32
1557,26
1558,23
1559,06
1560,07
1561,02
1562,15
1563,25
1564,31
1565,13
1566,31
1567,31
1568,01
1569,12
1570,27
1571,12
1572,17
1573,31
1574,16
1575,17
1576,28
1577,27
1578,12
1579,04
1580,20
1581,18
1582,19
1583,10
1584,20
1585,30
1586,22
1587,18
1588,26
1589,33
1590,04
1591,28
1592,11
1593,27
1594,04
1595,33
1596,01
1597,18
1598,27
1599,12
1600,21
1601,20
1602,31
1603,13
1604,24
1605,21
1606,22
1607,19
1608,02
1609,06
1610,33
1611,15
1612,25
1613,10
1614,21
1615,21
1616,10
1617,30
1618,06
1619,08
1620,21
1621,21
1622,12
1623,10
1624,14
1625,13
1626,08
1627,07
1628,11
1629,14
1630,07
1631,31
1632,12
1633,18
1634,28
1635,14
1636,04
1637,02
1638,22
1639,19
1640,25
1641,07
1642,32
1643,19
1644,30
1645,31
1646,11
1647,30
1648,20
1649,12
1650,14
1651,05
1652,25
1653,28
1654,15
1655,17
1656,02
1657,04
1658,02
1659,06
1660,22
1661,12
1662,09
1663,04
1664,13
1665,20
1666,06
1667,29
1668,10
1669,22
1670,02
1671,28
1672,05
1673,08
1674,04
1675,33
1676,25
1677,29
1678,02
1679,06
1680,03
1681,14
1682,24
1683,01
1684,22
1685,20
1686,01
1687,05
1688,12
1689,13
1690,31
1691,32
1692,01
1693,16
1694,24
1695,10
1696,06
1697,19
1698,18
1699,27
1700,20
1701,19
1702,30
1703,28
1704,15
1705,32
1706,07
1707,10
1708,15
1709,05
1710,07
1711,06
1712,12
1713,22
1714,06
1715,33
1716,02
1717,15
1718,06
1719,21
1720,24
1721,28
1722,10
1723,21
1724,05
1725,13
1726,28
1727,04
1728,19
1729,11
1730,29
1731,14
1732,14
1733,09
1734,06
1735,20
1736,03
1737,23
1738,01
1739,26
1740,02
1741,19
1742,22
1743,27
1744,08
1745,01
1746,28
1747,15
1748,15
1749,18
1750,01
1751,01
1752,22
1753,25
1754,08
1755,04
1756,23
1757,09
1758,16
1759,33
1760,06
1761,18
1762,28
1763,19
1764,07
1765,27
1766,16
1767,08
1768,23
1769,32
1770,17
1771,29
1772,28
1773,15
1774,11
1775,26
1776,29
1777,06
1778,13
1779,01
1780,04
1781,05
1782,11
1783,30
1784,30
1785,11
1786,10
1787,11
1788,04
1789,31
1790,23
1791,24
1792,22
1793,17
1794,12
1795,04
1796,04
1797,07
1798,01
1799,10
1800,08
1801,24
1802,18
1803,06
1804,01
1805,26
1806,26
1807,09
1808,27
1809,26
1810,08
1811,24
1812,15
1813,17
1814,07
1815,29
1816,31
1817,27
1818,29
1819,19
1820,09
1821,06
1822,07
1823,09
1824,14
1825,28
1826,09
1827,07
1828,28
1829,08
1830,05
1831,15
1832,12
1833,14
1834,33
1835,22
1836,26
1837,01
1838,06
1839,28
1840,23
1841,27
1842,09
1843,14
1844,21
1845,16
1846,14
1847,32
1848,21
1849,09
1850,32
1851,18
1852,24
1853,16
1854,05
1855,16
1856,27
1857,07
1858,21
1859,01
1860,15
1861,04
1862,01
1863,23
1864,24
1865,21
1866,05
1867,05
1868,27
1869,30
1870,10
1871,07
1872,11
1873,08
1874,17
1875,22
1876,28
1877,03
1878,19
1879,18
1880,28
1881,31
1882,01
1883,18
1884,30
1885,25
1886,13
1887,15
1888,32
1889,07
1890,28
1891,30
1892,09
1893,21
1894,01
1895,05
1896,32
1897,15
1898,11
1899,22
1900,14
1901,14
1902,22
1903,31
1904,16
1905,20
1906,33
1907,14
1908,14
1909,29
1910,12
1911,22
1912,10
1913,22
1914,20
1915,08
1916,17
1917,17
1918,12
1919,11
1920,22
1921,29
1922,05
1923,04
1924,09
1925,15
1926,29
1927,20
1928,14
1929,10
1930,15
1931,17
1932,28
1933,29
1934,22
1935,33
1936,22
1937,01
1938,19
1939,21
1940,31
1941,26
1942,30
1943,32
1944,25
1945,08
1946,08
1947,13
1948,29
1949,09
1950,28
1951,31
1952,11
1953,10
1954,11
1955,19
1956,03
1957,04
1958,22
1959,20
1960,21
1961,18
1962,12
1963,26
1964,07
1965,18
1966,19
1967,21
1968,03
1969,28
1970,19
1971,11
1972,10
1973,06
1974,22
1975,19
1976,02
1977,12
1978,24
1979,02
1980,15
1981,09
1982,02
1983,12
1984,10
1985,11
1986,33
1987,01
1988,02
1989,14
1990,23
1991,25
1992,06
1993,01
1994,14
1995,13
1996,32
1997,11
1998,03
1999,24
2000,30
2001,13
2002,18
2003,27
2004,04
2005,26
2006,07
2007,16
2008,28
2009,14
2010,12
2011,26
2012,22
2013,27
2014,07
2015,14
2016,33
2017,32
2018,21
2019,23
2020,28
2021,20
2022,21
2023,08
2024,18
2025,12
2026,09
2027,06
2028,17
2029,18
2030,05
2031,22
2032,18
2033,20
2034,27
2035,15
2036,20
2037,19
2038,26
2039,21
2040,30
2041,06
2042,10
2043,03
2044,15
2045,28
2046,01
2047,26
2048,04
2049,06
2050,09
2051,16
