periods,ball
282,20
283,01
284,29
285,16
286,04
287,22
288,15
289,24
290,14
291,10
292,07
293,05
294,01
295,22
296,24
297,23
298,24
299,05
300,09
301,27
302,08
303,23
304,33
305,12
306,26
307,28
308,33
309,16
310,04
311,22
312,14
313,04
314,04
315,23
316,13
317,09
318,12
319,31
320,25
321,07
322,30
323,26
324,15
325,33
326,15
327,28
328,15
329,01
330,18
331,32
332,32
333,13
334,05
335,06
336,13
337,04
338,14
339,14
340,25
341,02
342,18
343,18
344,04
345,13
346,27
347,09
348,03
349,02
350,04
351,03
352,07
353,10
354,15
355,20
356,07
357,07
358,03
359,16
360,14
361,19
362,12
363,07
364,28
365,13
366,16
367,04
368,19
369,32
370,32
371,18
372,26
373,04
374,31
375,31
376,16
377,32
378,29
379,01
380,31
381,17
382,22
383,26
384,21
385,04
386,13
387,02
388,24
389,02
390,27
391,14
392,04
393,32
394,16
395,24
396,15
397,33
398,03
399,10
400,32
401,19
402,19
403,25
404,28
405,26
406,32
407,10
408,21
409,32
410,17
411,19
412,10
413,15
414,30
415,27
416,28
417,03
418,04
419,13
420,18
421,12
422,17
423,30
424,19
425,30
426,23
427,28
428,08
429,18
430,08
431,10
432,20
433,13
434,29
435,20
436,16
437,19
438,22
439,32
440,19
441,05
442,11
443,26
444,14
445,15
446,18
447,12
448,18
449,06
450,09
451,25
452,01
453,20
454,08
455,08
456,16
457,17
458,29
459,33
460,11
461,10
462,12
463,32
464,12
465,19
466,28
467,07
468,15
469,02
470,30
471,08
472,05
473,14
474,11
475,13
476,14
477,29
478,01
479,33
480,20
481,01
482,01
483,08
484,04
485,24
486,20
487,31
488,19
489,02
490,11
491,30
492,29
493,12
494,04
495,26
496,29
497,13
498,23
499,15
500,14
501,04
502,07
503,23
504,25
505,27
506,29
507,22
508,02
509,28
510,01
511,08
512,05
513,27
514,04
515,01
516,30
517,07
518,26
519,22
520,05
521,25
522,06
523,27
524,32
525,04
526,15
527,32
528,03
529,05
530,05
531,24
532,04
533,18
534,25
535,26
536,23
537,20
538,11
539,07
540,13
541,27
542,18
543,16
544,24
545,03
546,19
547,30
548,04
549,08
550,18
551,14
552,31
553,03
554,23
555,11
556,27
557,19
558,03
559,19
560,03
561,09
562,28
563,06
564,04
565,02
566,04
567,25
568,14
569,03
570,13
571,28
572,28
573,32
574,19
575,25
576,04
577,29
578,07
579,30
580,15
581,21
582,21
583,32
584,11
585,23
586,32
587,18
588,01
589,04
590,11
591,28
592,17
593,06
594,14
595,07
596,20
597,18
598,24
599,32
600,14
601,14
602,30
603,08
604,21
605,28
606,19
607,30
608,30
609,24
610,13
611,19
612,08
613,32
614,04
615,03
616,31
617,18
618,18
619,18
620,25
621,20
622,17
623,12
624,28
625,33
626,01
627,07
628,17
629,16
630,18
631,27
632,16
633,11
634,32
635,32
636,31
637,12
638,21
639,07
640,28
641,19
642,05
643,31
644,28
645,27
646,07
647,05
648,05
649,22
650,06
651,01
652,11
653,25
654,20
655,25
656,06
657,01
658,03
659,30
660,24
661,08
662,31
663,18
664,24
665,28
666,01
667,13
668,11
669,30
670,04
671,14
672,04
673,17
674,29
675,03
676,18
677,30
678,02
679,21
680,03
681,17
682,20
683,28
684,11
685,33
686,14
687,20
688,33
689,31
690,28
691,12
692,28
693,18
694,28
695,17
696,05
697,18
698,26
699,09
700,15
701,06
702,14
703,18
704,03
705,18
706,18
707,01
708,10
709,07
710,25
711,27
712,12
713,33
714,26
715,21
716,16
717,14
718,30
719,13
720,27
721,04
722,31
723,21
724,02
725,26
726,08
727,28
728,27
729,06
730,32
731,02
732,17
733,14
734,01
735,13
736,07
737,19
738,05
739,08
740,12
741,21
742,18
743,22
744,24
745,18
746,18
747,30
748,13
749,32
750,14
751,25
752,08
753,09
754,20
755,24
756,27
757,30
758,06
759,22
760,14
761,31
762,28
763,26
764,28
765,08
766,08
767,06
768,11
769,24
770,08
771,26
772,07
773,22
774,31
775,27
776,27
777,13
778,30
779,28
780,16
781,21
782,19
783,06
784,24
785,18
786,03
787,03
788,27
789,09
790,11
791,27
792,14
793,10
794,22
795,15
796,20
797,05
798,01
799,01
800,18
801,32
802,16
803,26
804,32
805,21
806,18
807,04
808,32
809,19
810,30
811,25
812,05
813,18
814,05
815,22
816,07
817,33
818,22
819,14
820,22
821,10
822,30
823,30
824,21
825,04
826,29
827,03
828,28
829,15
830,06
831,25
832,04
833,30
834,17
835,18
836,14
837,08
838,03
839,15
840,13
841,26
842,05
843,26
844,07
845,24
846,11
847,01
848,30
849,20
850,20
851,27
852,03
853,15
854,26
855,03
856,09
857,08
858,21
859,29
860,33
861,18
862,13
863,27
864,04
865,28
866,08
867,26
868,30
869,32
870,21
871,11
872,07
873,30
874,24
875,10
876,11
877,19
878,26
879,29
880,10
881,10
882,08
883,03
884,13
885,16
886,21
887,05
888,23
889,33
890,19
891,04
892,11
893,12
894,10
895,26
896,20
897,16
898,28
899,13
900,28
901,32
902,12
903,02
904,25
905,04
906,15
907,18
908,09
909,20
910,32
911,13
912,07
913,02
914,14
915,14
916,14
917,32
918,03
919,14
920,26
921,28
922,23
923,25
924,30
925,01
926,07
927,24
928,20
929,10
930,20
931,07
932,33
933,14
934,13
935,25
936,30
937,20
938,03
939,02
940,17
941,09
942,27
943,10
944,01
945,06
946,27
947,20
948,30
949,22
950,10
951,02
952,05
953,06
954,30
955,32
956,15
957,13
958,05
959,30
960,30
961,17
962,14
963,29
964,11
965,31
966,20
967,09
968,17
969,11
970,16
971,08
972,15
973,16
974,07
975,06
976,27
977,25
978,12
979,27
980,07
981,14
982,28
983,18
984,13
985,22
986,05
987,21
988,26
989,08
990,25
991,03
992,01
993,21
994,10
995,06
996,29
997,27
998,24
999,19
1000,32
1001,11
1002,07
1003,05
1004,22
1005,15
1006,12
1007,05
1008,06
1009,07
1010,28
1011,08
1012,25
1013,21
1014,29
1015,03
1016,01
1017,08
1018,24
1019,03
1020,32
1021,19
1022,03
1023,20
1024,23
1025,13
1026,23
1027,06
1028,30
1029,28
1030,01
1031,28
1032,08
1033,13
1034,32
1035,12
1036,04
1037,18
1038,27
1039,02
1040,20
1041,06
1042,26
1043,32
1044,01
1045,01
1046,13
1047,14
1048,13
1049,14
1050,31
1051,16
1052,18
1053,22
1054,01
1055,21
1056,03
1057,18
1058,14
1059,24
1060,13
1061,20
1062,02
1063,27
1064,31
1065,08
1066,06
1067,23
1068,15
1069,13
1070,03
1071,33
1072,27
1073,27
1074,07
1075,18
1076,01
1077,30
1078,23
1079,18
1080,04
1081,20
1082,17
1083,19
1084,26
1085,08
1086,04
1087,25
1088,03
1089,17
1090,08
1091,05
1092,01
1093,22
1094,26
1095,08
1096,08
1097,31
1098,10
1099,08
1100,12
1101,18
1102,06
1103,23
1104,28
1105,17
1106,28
1107,32
1108,31
1109,15
1110,12
1111,32
1112,27
1113,04
1114,26
1115,33
1116,01
1117,26
1118,29
1119,23
1120,02
1121,16
1122,21
1123,27
1124,22
1125,08
1126,18
1127,07
1128,18
1129,02
1130,21
1131,06
1132,26
1133,28
1134,27
1135,13
1136,09
1137,01
1138,09
1139,31
1140,17
1141,15
1142,18
1143,11
1144,03
1145,26
1146,26
1147,17
1148,23
1149,15
1150,12
1151,19
1152,31
1153,16
1154,03
1155,31
1156,25
1157,19
1158,26
1159,16
1160,10
1161,09
1162,29
1163,05
1164,08
1165,13
1166,18
1167,24
1168,06
1169,02
1170,03
1171,11
1172,13
1173,13
1174,25
1175,16
1176,17
1177,30
1178,13
1179,18
1180,31
1181,19
1182,11
1183,05
1184,22
1185,22
1186,29
1187,16
1188,33
1189,32
1190,29
1191,27
1192,19
1193,04
1194,19
1195,06
1196,16
1197,30
1198,24
1199,15
1200,30
1201,21
1202,28
1203,18
1204,21
1205,26
1206,09
1207,33
1208,07
1209,05
1210,15
1211,07
1212,23
1213,26
1214,07
1215,32
1216,03
1217,12
1218,05
1219,20
1220,24
1221,25
1222,28
1223,17
1224,23
1225,11
1226,07
1227,14
1228,26
1229,21
1230,26
1231,23
1232,10
1233,21
1234,05
1235,09
1236,04
1237,02
1238,04
1239,02
1240,16
1241,33
1242,01
1243,03
1244,33
1245,14
1246,17
1247,27
1248,08
1249,06
1250,12
1251,30
1252,14
1253,27
1254,19
1255,19
1256,15
1257,26
1258,23
1259,19
1260,23
1261,32
1262,17
1263,25
1264,14
1265,07
1266,17
1267,06
1268,30
1269,28
1270,27
1271,04
1272,02
1273,31
1274,08
1275,01
1276,04
1277,23
1278,08
1279,26
1280,05
1281,08
1282,31
1283,12
1284,10
1285,04
1286,32
1287,24
1288,01
1289,07
1290,22
1291,19
1292,29
1293,27
1294,13
1295,14
1296,15
1297,24
1298,01
1299,03
1300,22
1301,28
1302,22
1303,30
1304,12
1305,01
1306,26
1307,09
1308,25
1309,25
1310,03
1311,25
1312,30
1313,07
1314,18
1315,22
1316,02
1317,27
1318,02
1319,24
1320,02
1321,24
1322,15
1323,02
1324,22
1325,20
1326,05
1327,02
1328,09
1329,21
1330,20
1331,06
1332,30
1333,20
1334,15
1335,02
1336,03
1337,33
1338,14
1339,06
1340,04
1341,21
1342,20
1343,21
1344,17
1345,03
1346,02
1347,24
1348,23
1349,19
1350,01
1351,04
1352,32
1353,20
1354,04
1355,21
1356,02
1357,27
1358,32
1359,06
1360,29
1361,26
1362,15
1363,33
1364,09
1365,29
1366,22
1367,04
1368,02
1369,24
1370,09
1371,13
1372,23
1373,25
1374,20
1375,07
1376,17
1377,19
1378,14
1379,24
1380,07
1381,14
1382,12
1383,21
1384,33
1385,33
1386,13
1387,09
1388,28
1389,17
1390,32
1391,31
1392,13
1393,29
1394,07
1395,10
1396,15
1397,06
1398,29
1399,03
1400,31
1401,24
1402,06
1403,12
1404,01
1405,01
1406,19
1407,10
1408,07
1409,12
1410,12
1411,26
1412,30
1413,21
1414,20
1415,06
1416,16
1417,20
1418,05
1419,02
1420,07
1421,01
1422,07
1423,08
1424,31
1425,20
1426,31
1427,08
1428,03
1429,05
1430,07
1431,24
1432,03
1433,26
1434,17
1435,25
1436,28
1437,21
1438,05
1439,06
1440,16
1441,22
1442,10
1443,01
1444,22
1445,32
1446,17
1447,04
1448,32
1449,12
1450,06
1451,06
1452,05
1453,05
1454,12
1455,31
1456,30
1457,20
1458,16
1459,19
1460,15
1461,32
1462,04
1463,30
1464,04
1465,24
1466,07
1467,29
1468,25
1469,03
1470,04
1471,06
1472,20
1473,26
1474,29
1475,18
1476,15
1477,02
1478,10
1479,23
1480,15
1481,17
1482,28
1483,07
1484,19
1485,01
1486,32
1487,16
1488,22
1489,29
1490,14
1491,30
1492,08
1493,32
1494,12
1495,13
1496,24
1497,27
1498,07
1499,06
1500,22
1501,31
1502,13
1503,23
1504,17
1505,09
1506,13
1507,30
1508,02
1509,21
1510,08
1511,13
1512,06
1513,04
1514,23
1515,09
1516,05
1517,26
1518,23
1519,01
1520,22
1521,12
1522,21
1523,02
1524,02
1525,24
1526,15
1527,04
1528,11
1529,31
1530,26
1531,31
1532,14
1533,29
1534,28
1535,17
1536,19
1537,20
1538,20
1539,05
1540,16
1541,04
1542,17
1543,11
1544,11
1545,17
1546,31
1547,24
1548,21
1549,06
1550,31
1551,33
1552,21
1553,03
1554,21
1555,33
1556,33
1557,20
1558,06
1559,07
1560,27
1561,25
1562,09
1563,28
1564,19
1565,22
1566,25
1567,27
1568,03
1569,19
1570,22
1571,22
1572,25
1573,24
1574,26
1575,27
1576,27
1577,11
1578,22
1579,05
1580,12
1581,27
1582,27
1583,13
1584,30
1585,19
1586,06
1587,25
1588,15
1589,09
1590,06
1591,18
1592,19
1593,09
1594,32
1595,10
1596,25
1597,33
1598,07
1599,28
1600,30
1601,19
1602,33
1603,14
1604,21
1605,15
1606,04
1607,11
1608,07
1609,26
1610,13
1611,20
1612,09
1613,29
1614,06
1615,09
1616,08
1617,16
1618,23
1619,31
1620,16
1621,07
1622,30
1623,27
1624,33
1625,33
1626,01
1627,17
1628,08
1629,24
1630,23
1631,15
1632,04
1633,21
1634,33
1635,02
1636,27
1637,04
1638,02
1639,11
1640,24
1641,32
1642,26
1643,21
1644,28
1645,22
1646,01
1647,19
1648,28
1649,31
1650,03
1651,12
1652,03
1653,14
1654,09
1655,22
1656,32
1657,22
1658,05
1659,17
1660,13
1661,19
1662,07
1663,22
1664,01
1665,12
1666,30
1667,22
1668,33
1669,15
1670,06
1671,02
1672,25
1673,29
1674,20
1675,23
1676,13
1677,02
1678,14
1679,18
1680,16
1681,27
1682,19
1683,05
1684,03
1685,10
1686,23
1687,22
1688,17
1689,27
1690,17
1691,05
1692,09
1693,18
1694,31
1695,08
1696,02
1697,27
1698,21
1699,22
1700,08
1701,05
1702,01
1703,08
1704,01
1705,31
1706,02
1707,32
1708,10
1709,25
1710,26
1711,26
1712,01
1713,13
1714,20
1715,11
1716,33
1717,11
1718,17
1719,23
1720,18
1721,20
1722,01
1723,28
1724,06
1725,14
1726,23
1727,33
1728,32
1729,06
1730,04
1731,15
1732,10
1733,21
1734,25
1735,25
1736,06
1737,12
1738,32
1739,06
1740,05
1741,15
1742,03
1743,08
1744,15
1745,09
1746,15
1747,31
1748,16
1749,07
1750,33
1751,17
1752,16
1753,14
1754,02
1755,14
1756,31
1757,26
1758,19
1759,07
1760,10
1761,20
1762,12
1763,26
1764,04
1765,14
1766,10
1767,09
1768,09
1769,11
1770,33
1771,07
1772,04
1773,14
1774,08
1775,22
1776,16
1777,31
1778,27
1779,09
1780,33
1781,31
1782,33
1783,26
1784,27
1785,25
1786,23
1787,26
1788,14
1789,30
1790,31
1791,20
1792,27
1793,23
1794,17
1795,32
1796,25
1797,32
1798,22
1799,19
1800,01
1801,25
1802,10
1803,25
1804,18
1805,18
1806,18
1807,07
1808,14
1809,29
1810,17
1811,05
1812,27
1813,23
1814,29
1815,28
1816,01
1817,02
1818,21
1819,06
1820,01
1821,27
1822,22
1823,15
1824,30
1825,31
1826,14
1827,18
1828,29
1829,25
1830,06
1831,20
1832,02
1833,28
1834,12
1835,17
1836,27
1837,31
1838,16
1839,30
1840,31
1841,14
1842,26
1843,07
1844,19
1845,22
1846,07
1847,30
1848,23
1849,10
1850,31
1851,07
1852,02
1853,33
1854,16
1855,20
1856,03
1857,27
1858,13
1859,07
1860,23
1861,11
1862,21
1863,31
1864,21
1865,03
1866,22
1867,22
1868,03
1869,27
1870,23
1871,22
1872,08
1873,05
1874,15
1875,10
1876,03
1877,24
1878,14
1879,14
1880,05
1881,27
1882,08
1883,13
1884,28
1885,28
1886,22
1887,20
1888,07
1889,08
1890,17
1891,23
1892,14
1893,09
1894,08
1895,32
1896,18
1897,11
1898,25
1899,18
1900,09
1901,10
1902,08
1903,20
1904,31
1905,12
1906,29
1907,27
1908,12
1909,22
1910,32
1911,21
1912,02
1913,26
1914,22
1915,20
1916,14
1917,06
1918,01
1919,13
1920,23
1921,03
1922,02
1923,11
1924,30
1925,11
1926,25
1927,18
1928,22
1929,03
1930,14
1931,06
1932,15
1933,19
1934,20
1935,31
1936,12
1937,07
1938,23
1939,18
1940,17
1941,30
1942,10
1943,04
1944,30
1945,05
1946,15
1947,08
1948,28
1949,33
1950,13
1951,08
1952,16
1953,16
1954,18
1955,26
1956,18
1957,28
1958,05
1959,05
1960,19
1961,28
1962,26
1963,13
1964,13
1965,09
1966,28
1967,11
1968,06
1969,29
1970,25
1971,12
1972,11
1973,29
1974,08
1975,29
1976,04
1977,10
1978,17
1979,15
1980,20
1981,30
1982,24
1983,25
1984,12
1985,14
1986,14
1987,31
1988,26
1989,22
1990,02
1991,06
1992,07
1993,12
1994,06
1995,28
1996,02
1997,01
1998,23
1999,33
2000,10
2001,27
2002,09
2003,08
2004,13
2005,11
2006,03
2007,11
2008,32
2009,15
2010,15
2011,11
2012,16
2013,22
2014,20
2015,17
2016,14
2017,09
2018,06
2019,28
2020,15
2021,09
2022,32
2023,01
2024,12
2025,17
2026,11
2027,33
2028,23
2029,19
2030,28
2031,15
2032,33
2033,33
2034,10
2035,32
2036,07
2037,28
2038,32
2039,24
2040,21
2041,09
2042,27
2043,01
2044,03
2045,14
2046,20
2047,32
2048,21
2049,11
2050,08
2051,09
2052,26
2053,24
2054,01
2055,30
2056,11
2057,26
2058,26
2059,28
2060,02
2061,28
2062,26
2063,11
2064,28
2065,18
2066,08
2067,08
2068,10
2069,01
2070,25
2071,31
2072,05
2073,16
2074,03
2075,25
2076,15
2077,30
2078,11
2079,07
2080,25
2081,09
2082,26
2083,24
2084,30
2085,19
2086,28
2087,10
2088,25
2089,01
2090,02
2091,33
2092,13
2093,23
2094,08
2095,08
2096,16
2097,04
2098,33
2099,09
2100,14
2101,27
2102,09
2103,31
2104,15
2105,09
2106,12
2107,13
2108,18
2109,01
2110,15
2111,26
2112,06
2113,26
2114,12
2115,16
2116,02
2117,26
2118,01
2119,02
2120,11
2121,25
2122,02
2123,23
2124,06
2125,06
2126,19
2127,04
2128,22
2129,18
2130,03
2131,24
2132,03
2133,14
2134,08
2135,11
2136,01
2136,01
2137,05
2138,28
2139,22
2140,16
2141,33
2142,07
2143,29
2144,22
2145,31
2146,22
2147,12
2148,18
2149,04
2150,06
2151,23
2152,11
2153,10
2154,25
2155,01
2156,03
2157,31
2158,32
2159,17
2160,21
2161,12
2162,19
2163,23
2164,29
2165,06
2166,11
2167,14
2168,11
2169,22
2170,31
2171,10
2172,32
2173,22
2174,06
2175,28
2176,25
2177,21
2178,21
2179,22
2180,14
2181,31
2182,07
