periods,ball
573,17
574,21
575,13
576,29
577,02
578,23
579,33
580,10
581,06
582,07
583,16
584,21
585,28
586,14
587,17
588,06
589,02
590,09
591,15
592,16
593,20
594,21
595,25
596,21
597,01
598,09
599,25
600,26
601,27
602,17
603,22
604,08
605,10
606,03
607,13
608,31
609,22
610,29
611,05
612,01
613,20
614,30
615,05
616,27
617,32
618,30
619,04
620,30
621,32
622,23
623,25
624,24
625,13
626,04
627,02
628,02
629,25
630,26
631,33
632,10
633,17
634,09
635,16
636,11
637,06
638,10
639,26
640,15
641,13
642,18
643,09
644,16
645,10
646,05
647,03
648,27
649,09
650,07
651,13
652,33
653,21
654,18
655,02
656,22
657,16
658,17
659,11
660,23
661,25
662,08
663,22
664,03
665,23
666,17
667,24
668,10
669,11
670,19
671,07
672,03
673,11
674,23
675,15
676,16
677,23
678,23
679,30
680,21
681,32
682,04
683,16
684,17
685,11
686,12
687,17
688,02
689,17
690,03
691,19
692,20
693,16
694,11
695,16
696,32
697,19
698,13
699,29
700,20
701,11
702,23
703,17
704,21
705,11
706,06
707,24
708,19
709,22
710,28
711,11
712,03
713,27
714,20
715,01
716,33
717,09
718,21
719,12
720,19
721,10
722,10
723,06
724,06
725,19
726,13
727,19
728,01
729,29
730,17
731,31
732,13
733,11
734,09
735,15
736,12
737,33
738,07
739,20
740,18
741,06
742,10
743,09
744,20
745,30
746,07
747,33
748,33
749,03
750,22
751,12
752,10
753,18
754,07
755,04
756,04
757,07
758,16
759,11
760,18
761,14
762,03
763,12
764,16
765,28
766,12
767,08
768,15
769,16
770,27
771,09
772,12
773,01
774,08
775,28
776,25
777,27
778,17
779,21
780,23
781,25
782,22
783,12
784,20
785,12
786,29
787,10
788,09
789,24
790,10
791,23
792,02
793,25
794,13
795,10
796,11
797,19
798,19
799,03
800,01
801,12
802,27
803,11
804,15
805,05
806,09
807,24
808,14
809,09
810,29
811,29
812,28
813,17
814,33
815,07
816,17
817,07
818,28
819,22
820,29
821,06
822,01
823,21
824,07
825,23
826,17
827,06
828,31
829,21
830,18
831,23
832,16
833,21
834,10
835,02
836,18
837,27
838,18
839,06
840,33
841,19
842,19
843,06
844,23
845,04
846,08
847,06
848,03
849,10
850,15
851,02
852,12
853,29
854,28
855,33
856,32
857,14
858,22
859,06
860,32
861,31
862,15
863,21
864,30
865,08
866,16
867,15
868,16
869,03
870,26
871,15
872,03
873,20
874,13
875,13
876,09
877,22
878,31
879,22
880,18
881,14
882,26
883,30
884,32
885,10
886,10
887,26
888,01
889,20
890,31
891,16
892,06
893,21
894,21
895,31
896,03
897,17
898,05
899,17
900,25
901,28
902,15
903,21
904,01
905,29
906,27
907,28
908,11
909,08
910,11
911,20
912,17
913,11
914,30
915,03
916,07
917,31
918,25
919,08
920,31
921,24
922,20
923,09
924,27
925,05
926,08
927,17
928,22
929,30
930,01
931,20
932,28
933,25
934,30
935,07
936,18
937,29
938,11
939,09
940,32
941,31
942,31
943,15
944,30
945,04
946,29
947,28
948,03
949,06
950,23
951,14
952,32
953,07
954,02
955,23
956,21
957,20
958,12
959,33
960,14
961,15
962,26
963,01
964,18
965,02
966,11
967,11
968,29
969,05
970,33
971,22
972,06
973,22
974,06
975,08
976,04
977,20
978,01
979,17
980,23
981,26
982,23
983,06
984,07
985,30
986,30
987,32
988,07
989,14
990,33
991,18
992,28
993,04
994,08
995,11
996,33
997,26
998,06
999,16
1000,02
1001,24
1002,27
1003,25
1004,08
1005,30
1006,16
1007,22
1008,10
1009,28
1010,08
1011,29
1012,06
1013,11
1014,30
1015,24
1016,11
1017,23
1018,30
1019,05
1020,03
1021,04
1022,31
1023,03
1024,11
1025,03
1026,33
1027,28
1028,26
1029,32
1030,19
1031,03
1032,14
1033,19
1034,02
1035,32
1036,17
1037,09
1038,22
1039,19
1040,13
1041,24
1042,14
1043,08
1044,21
1045,10
1046,03
1047,12
1048,31
1049,20
1050,06
1051,27
1052,02
1053,15
1054,29
1055,24
1056,09
1057,08
1058,08
1059,26
1060,27
1061,31
1062,30
1063,13
1064,21
1065,30
1066,30
1067,07
1068,25
1069,16
1070,30
1071,09
1072,03
1073,17
1074,28
1075,21
1076,08
1077,04
1078,01
1079,09
1080,22
1081,14
1082,24
1083,09
1084,06
1085,17
1086,08
1087,29
1088,26
1089,08
1090,30
1091,28
1092,08
1093,33
1094,05
1095,22
1096,11
1097,17
1098,05
1099,25
1100,09
1101,12
1102,25
1103,06
1104,27
1105,33
1106,11
1107,28
1108,15
1109,05
1110,18
1111,21
1112,28
1113,30
1114,33
1115,10
1116,30
1117,20
1118,26
1119,27
1120,23
1121,26
1122,03
1123,21
1124,17
1125,02
1126,27
1127,08
1128,02
1129,19
1130,25
1131,12
1132,24
1133,08
1134,22
1135,08
1136,22
1137,05
1138,31
1139,13
1140,25
1141,04
1142,01
1143,08
1144,16
1145,11
1146,06
1147,04
1148,15
1149,33
1150,04
1151,30
1152,14
1153,07
1154,22
1155,05
1156,08
1157,07
1158,18
1159,04
1160,20
1161,19
1162,17
1163,13
1164,19
1165,17
1166,20
1167,11
1168,17
1169,15
1170,07
1171,24
1172,32
1173,15
1174,13
1175,14
1176,20
1177,09
1178,33
1179,26
1180,17
1181,04
1182,14
1183,08
1184,06
1185,16
1186,08
1187,19
1188,26
1189,22
1190,24
1191,31
1192,02
1193,09
1194,04
1195,03
1196,27
1197,17
1198,20
1199,03
1200,13
1201,05
1202,01
1203,27
1204,03
1205,29
1206,07
1207,06
1208,01
1209,29
1210,24
1211,09
1212,19
1213,07
1214,18
1215,10
1216,31
1217,09
1218,02
1219,29
1220,02
1221,21
1222,23
1223,10
1224,30
1225,18
1226,08
1227,01
1228,21
1229,32
1230,10
1231,11
1232,31
1233,01
1234,04
1235,16
1236,27
1237,24
1238,09
1239,29
1240,15
1241,12
1242,25
1243,23
1244,32
1245,32
1246,12
1247,17
1248,30
1249,05
1250,19
1251,33
1252,32
1253,26
1254,05
1255,18
1256,03
1257,03
1258,29
1259,11
1260,11
1261,25
1262,09
1263,02
1264,31
1265,02
1266,26
1267,20
1268,33
1269,05
1270,20
1271,20
1272,04
1273,12
1274,15
1275,09
1276,30
1277,28
1278,12
1279,05
1280,04
1281,12
1282,33
1283,21
1284,08
1285,09
1286,10
1287,03
1288,05
1289,18
1290,32
1291,10
1292,23
1293,33
1294,01
1295,16
1296,23
1297,32
1298,02
1299,23
1300,02
1301,06
1302,06
1303,18
1304,18
1305,15
1306,24
1307,05
1308,19
1309,08
1310,24
1311,16
1312,21
1313,04
1314,09
1315,27
1316,17
1317,15
1318,08
1319,26
1320,18
1321,28
1322,33
1323,13
1324,25
1325,11
1326,28
1327,09
1328,14
1329,30
1330,12
1331,32
1332,24
1333,13
1334,24
1335,30
1336,24
1337,27
1338,33
1339,13
1340,17
1341,05
1342,06
1343,22
1344,10
1345,14
1346,20
1347,19
1348,11
1349,18
1350,09
1351,21
1352,26
1353,29
1354,24
1355,03
1356,07
1357,10
1358,18
1359,29
1360,30
1361,13
1362,28
1363,30
1364,16
1365,24
1366,18
1367,26
1368,29
1369,33
1370,13
1371,03
1372,05
1373,10
1374,29
1375,08
1376,06
1377,03
1378,16
1379,28
1380,33
1381,19
1382,29
1383,15
1384,25
1385,18
1386,29
1387,33
1388,04
1389,14
1390,14
1391,24
1392,09
1393,26
1394,32
1395,22
1396,27
1397,32
1398,27
1399,26
1400,03
1401,28
1402,07
1403,26
1404,28
1405,08
1406,28
1407,28
1408,06
1409,08
1410,15
1411,32
1412,31
1413,17
1414,01
1415,26
1416,17
1417,08
1418,23
1419,07
1420,02
1421,04
1422,01
1423,28
1424,27
1425,27
1426,18
1427,18
1428,12
1429,20
1430,29
1431,02
1432,31
1433,13
1434,26
1435,26
1436,18
1437,28
1438,28
1439,24
1440,28
1441,33
1442,20
1443,31
1444,10
1445,09
1446,08
1447,13
1448,33
1449,29
1450,29
1451,05
1452,04
1453,07
1454,14
1455,04
1456,13
1457,01
1458,12
1459,17
1460,20
1461,18
1462,27
1463,17
1464,22
1465,04
1466,28
1467,10
1468,18
1469,33
1470,33
1471,13
1472,26
1473,30
1474,27
1475,27
1476,19
1477,01
1478,17
1479,24
1480,01
1481,14
1482,18
1483,08
1484,16
1485,11
1486,17
1487,21
1488,25
1489,19
1490,21
1491,13
1492,28
1493,22
1494,25
1495,28
1496,17
1497,24
1498,19
1499,12
1500,07
1501,10
1502,32
1503,18
1504,03
1505,15
1506,27
1507,07
1508,09
1509,05
1510,11
1511,09
1512,03
1513,25
1514,14
1515,29
1516,18
1517,13
1518,10
1519,04
1520,13
1521,23
1522,20
1523,14
1524,16
1525,13
1526,24
1527,21
1528,05
1529,04
1530,31
1531,29
1532,04
1533,01
1534,02
1535,25
1536,15
1537,05
1538,14
1539,27
1540,06
1541,02
1542,15
1543,32
1544,30
1545,07
1546,16
1547,32
1548,32
1549,01
1550,01
1551,17
1552,33
1553,16
1554,26
1555,09
1556,03
1557,32
1558,05
1559,27
1560,15
1561,01
1562,25
1563,18
1564,10
1565,02
1566,07
1567,10
1568,15
1569,06
1570,25
1571,25
1572,19
1573,29
1574,04
1575,24
1576,15
1577,13
1578,05
1579,25
1580,22
1581,22
1582,12
1583,23
1584,33
1585,15
1586,14
1587,26
1588,29
1589,10
1590,29
1591,33
1592,24
1593,03
1594,23
1595,28
1596,04
1597,27
1598,04
1599,08
1600,05
1601,08
1602,20
1603,09
1604,11
1605,17
1606,29
1607,33
1608,03
1609,14
1610,17
1611,02
1612,24
1613,15
1614,10
1615,07
1616,20
1617,14
1618,02
1619,16
1620,32
1621,02
1622,18
1623,17
1624,01
1625,05
1626,03
1627,08
1628,01
1629,06
1630,33
1631,19
1632,06
1633,11
1634,12
1635,33
1636,33
1637,11
1638,11
1639,12
1640,17
1641,17
1642,25
1643,23
1644,33
1645,14
1646,04
1647,02
1648,18
1649,18
1650,13
1651,08
1652,05
1653,31
1654,06
1655,21
1656,16
1657,10
1658,17
1659,07
1660,04
1661,17
1662,01
1663,17
1664,07
1665,16
1666,01
1667,09
1668,17
1669,08
1670,17
1671,27
1672,17
1673,24
1674,02
1675,06
1676,10
1677,11
1678,04
1679,32
1680,29
1681,17
1682,11
1683,12
1684,18
1685,29
1686,20
1687,14
1688,14
1689,07
1690,13
1691,11
1692,14
1693,24
1694,16
1695,09
1696,12
1697,32
1698,14
1699,25
1700,28
1701,02
1702,11
1703,17
1704,16
1705,28
1706,32
1707,09
1708,29
1709,17
1710,05
1711,13
1712,16
1713,30
1714,11
1715,06
1716,31
1717,32
1718,22
1719,10
1720,17
1721,32
1722,33
1723,32
1724,33
1725,23
1726,16
1727,11
1728,27
1729,25
1730,13
1731,20
1732,06
1733,11
1734,21
1735,26
1736,09
1737,13
1738,20
1739,22
1740,15
1741,09
1742,08
1743,05
1744,13
1745,16
1746,32
1747,24
1748,23
1749,16
1750,29
1751,07
1752,04
1753,07
1754,01
1755,17
1756,22
1757,29
1758,02
1759,01
1760,02
1761,33
1762,14
1763,02
1764,19
1765,16
1766,23
1767,10
1768,18
1769,12
1770,22
1771,09
1772,07
1773,21
1774,26
1775,07
1776,32
1777,29
1778,20
1779,22
1780,16
1781,18
1782,12
1783,01
1784,32
1785,04
1786,19
1787,12
1788,13
1789,13
1790,14
1791,02
1792,17
1793,12
1794,09
1795,10
1796,11
1797,33
1798,07
1799,28
1800,16
1801,09
1802,09
1803,32
1804,32
1805,22
1806,09
1807,22
1808,11
1809,10
1810,05
1811,02
1812,26
1813,13
1814,13
1815,20
1816,03
1817,22
1818,25
1819,21
1820,19
1821,10
1822,03
1823,20
1824,27
1825,20
1826,30
1827,16
1828,22
1829,27
1830,08
1831,19
1832,20
1833,12
1834,25
1835,19
1836,21
1837,13
1838,13
1839,15
1840,17
1841,09
1842,33
1843,06
1844,17
1845,24
1846,09
1847,13
1848,26
1849,16
1850,01
1851,16
1852,22
1853,32
1854,23
1855,08
1856,20
1857,01
1858,07
1859,14
1860,06
1861,32
1862,11
1863,10
1864,27
1865,29
1866,11
1867,12
1868,18
1869,22
1870,20
1871,33
1872,28
1873,11
1874,14
1875,19
1876,30
1877,22
1878,31
1879,32
1880,29
1881,22
1882,19
1883,10
1884,06
1885,19
1886,19
1887,21
1888,28
1889,15
1890,32
1891,16
1892,13
1893,22
1894,11
1895,23
1896,21
1897,29
1898,15
1899,13
1900,24
1901,23
1902,25
1903,18
1904,20
1905,29
1906,32
1907,32
1908,25
1909,08
1910,14
1911,26
1912,08
1913,01
1914,26
1915,22
1916,25
1917,30
1918,02
1919,24
1920,04
1921,10
1922,14
1923,24
1924,28
1925,19
1926,06
1927,12
1928,10
1929,33
1930,21
1931,29
1932,03
1933,26
1934,03
1935,15
1936,03
1937,27
1938,13
1939,24
1940,26
1941,05
1942,18
1943,30
1944,07
1945,17
1946,03
1947,22
1948,12
1949,04
1950,24
1951,12
1952,32
1953,05
1954,04
1955,12
1956,24
1957,11
1958,26
1959,18
1960,13
1961,32
1962,03
1963,22
1964,18
1965,27
1966,31
1967,10
1968,23
1969,19
1970,24
1971,15
1972,20
1973,03
1974,13
1975,20
1976,26
1977,01
1978,32
1979,32
1980,06
1981,16
1982,04
1983,21
1984,15
1985,02
1986,16
1987,32
1988,13
1989,28
1990,29
1991,27
1992,10
1993,05
1994,24
1995,31
1996,25
1997,27
1998,29
1999,32
2000,08
2001,01
2002,31
2003,19
2004,05
2005,27
2006,02
2007,09
2008,07
2009,07
2010,18
2011,17
2012,20
2013,08
2014,18
2015,33
2016,09
2017,19
2018,02
2019,25
2020,22
2021,14
2022,27
2023,20
2024,19
2025,31
2026,04
2027,05
2028,03
2029,10
2030,27
2031,33
2032,12
2033,18
2034,20
2035,01
2036,25
2037,06
2038,01
2039,13
2040,01
2041,25
2042,33
2043,19
2044,16
2045,18
2046,30
2047,03
2048,05
2049,16
2050,16
2051,29
2052,14
2053,25
2054,08
2055,13
2056,30
2057,08
2058,24
2059,29
2060,15
2061,08
2062,12
2063,15
2064,11
2065,23
2066,17
2067,16
2068,22
2069,17
2070,23
2071,33
2072,22
2073,02
2074,01
2075,31
2076,16
2077,12
2078,14
2079,13
2080,15
2081,01
2082,29
2083,05
2084,15
2085,33
2086,24
2087,01
2088,22
2089,24
2090,24
2091,29
2092,15
2093,10
2094,27
2095,32
2096,05
2097,23
2098,05
2099,05
2100,01
2101,10
2102,05
2103,07
2104,29
2105,23
2106,31
2107,19
2108,22
2109,32
2110,08
2111,05
2112,07
2113,07
2114,20
2115,28
2116,05
2117,06
2118,04
2119,31
2120,23
2121,14
2122,06
2123,06
2124,26
2125,30
2126,29
2127,14
2128,04
2129,05
2130,07
2131,22
2132,26
2133,29
2134,03
2135,24
2136,05
2137,22
2138,13
2139,23
2140,23
2141,01
2142,23
2143,19
2144,15
2145,19
2146,29
2147,29
2148,19
2149,33
2150,29
2151,24
2152,04
2153,18
2154,21
2155,20
2156,07
2157,15
2158,15
2159,07
2160,18
2161,01
2162,17
2163,03
2164,16
2165,18
2166,10
2167,02
2168,14
2169,15
2170,21
2171,28
2172,24
2173,20
2174,11
2175,29
2176,29
2177,16
2178,32
2179,13
2180,06
2181,25
2182,11
