periods,ball
527,17
528,25
529,28
530,27
531,16
532,03
533,22
534,24
535,20
536,31
537,31
538,03
539,27
540,03
541,09
542,03
543,29
544,03
545,13
546,08
547,27
548,12
549,32
550,03
551,09
552,29
553,23
554,11
555,21
556,07
557,14
558,31
559,32
560,10
561,21
562,30
563,26
564,16
565,11
566,19
567,18
568,03
569,08
570,18
571,18
572,22
573,31
574,18
575,10
576,03
577,19
578,20
579,17
580,24
581,02
582,31
583,11
584,23
585,19
586,04
587,15
588,21
589,14
590,05
591,27
592,32
593,15
594,06
595,04
596,03
597,29
598,19
599,05
600,11
601,12
602,29
603,29
604,05
605,33
606,08
607,27
608,32
609,23
610,10
611,24
612,32
613,10
614,26
615,19
616,33
617,29
618,15
619,33
620,27
621,12
622,10
623,21
624,08
625,07
626,14
627,15
628,12
629,32
630,31
631,15
632,01
633,07
634,26
635,04
636,25
637,18
638,28
639,32
640,23
641,32
642,03
643,10
644,09
645,31
646,22
647,31
648,07
649,01
650,13
651,04
652,01
653,18
654,22
655,19
656,14
657,22
658,06
659,20
660,22
661,14
662,25
663,30
664,18
665,17
666,30
667,03
668,06
669,21
670,31
671,04
672,22
673,06
674,08
675,25
676,14
677,13
678,27
679,32
680,27
681,30
682,03
683,02
684,03
685,06
686,21
687,02
688,06
689,11
690,15
691,20
692,32
693,32
694,26
695,21
696,17
697,24
698,32
699,14
700,18
701,21
702,28
703,33
704,05
705,29
706,28
707,12
708,09
709,01
710,27
711,20
712,24
713,22
714,29
715,32
716,28
717,13
718,32
719,10
720,01
721,01
722,29
723,19
724,17
725,23
726,22
727,30
728,12
729,02
730,06
731,12
732,27
733,05
734,07
735,19
736,22
737,10
738,29
739,26
740,06
741,26
742,05
743,28
744,15
745,01
746,05
747,04
748,16
749,20
750,25
751,18
752,26
753,07
754,04
755,20
756,26
757,29
758,08
759,03
760,02
761,03
762,30
763,04
764,15
765,21
766,27
767,17
768,06
769,22
770,21
771,21
772,03
773,33
774,03
775,05
776,30
777,32
778,09
779,04
780,10
781,17
782,13
783,22
784,04
785,17
786,24
787,05
788,31
789,07
790,33
791,22
792,08
793,15
794,21
795,11
796,14
797,30
798,27
799,18
800,28
801,22
802,33
803,08
804,19
805,15
806,28
807,01
808,19
809,23
810,07
811,03
812,17
813,19
814,29
815,18
816,31
817,08
818,26
819,28
820,32
821,08
822,04
823,24
824,05
825,21
826,10
827,15
828,13
829,17
830,33
831,26
832,22
833,33
834,03
835,04
836,05
837,09
838,14
839,32
840,02
841,25
842,30
843,19
844,19
845,17
846,09
847,07
848,01
849,23
850,11
851,16
852,06
853,23
854,24
855,30
856,11
857,07
858,26
859,31
860,09
861,15
862,23
863,14
864,26
865,26
866,22
867,18
868,18
869,30
870,20
871,22
872,11
873,14
874,29
875,23
876,21
877,12
878,23
879,04
880,04
881,07
882,23
883,27
884,07
885,11
886,20
887,30
888,02
889,30
890,15
891,30
892,20
893,03
894,02
895,05
896,21
897,18
898,23
899,01
900,18
901,09
902,07
903,16
904,13
905,06
906,18
907,08
908,32
909,12
910,23
911,06
912,04
913,19
914,23
915,25
916,06
917,20
918,22
919,33
920,33
921,32
922,30
923,08
924,02
925,24
926,05
927,11
928,30
929,02
930,15
931,23
932,10
933,05
934,15
935,15
936,07
937,28
938,31
939,19
940,21
941,21
942,25
943,07
944,08
945,30
946,14
947,22
948,28
949,27
950,03
951,11
952,26
953,16
954,13
955,26
956,04
957,09
958,28
959,01
960,33
961,21
962,07
963,17
964,04
965,13
966,19
967,23
968,18
969,26
970,20
971,32
972,32
973,03
974,04
975,10
976,03
977,08
978,14
979,29
980,06
981,22
982,13
983,05
984,03
985,28
986,15
987,09
988,12
989,30
990,14
991,16
992,26
993,28
994,30
995,23
996,32
997,02
998,22
999,17
1000,31
1001,09
1002,31
1003,13
1004,04
1005,03
1006,03
1007,16
1008,03
1009,05
1010,21
1011,11
1012,11
1013,10
1014,06
1015,21
1016,06
1017,17
1018,19
1019,25
1020,20
1021,33
1022,27
1023,13
1024,12
1025,32
1026,06
1027,27
1028,28
1029,17
1030,29
1031,27
1032,12
1033,03
1034,03
1035,11
1036,11
1037,11
1038,15
1039,04
1040,15
1041,23
1042,30
1043,17
1044,31
1045,21
1046,18
1047,24
1048,08
1049,26
1050,22
1051,20
1052,19
1053,13
1054,32
1055,14
1056,17
1057,11
1058,16
1059,03
1060,08
1061,22
1062,10
1063,24
1064,29
1065,01
1066,23
1067,16
1068,01
1069,24
1070,28
1071,10
1072,31
1073,09
1074,21
1075,24
1076,29
1077,27
1078,12
1079,25
1080,11
1081,09
1082,27
1083,21
1084,29
1085,22
1086,24
1087,32
1088,24
1089,18
1090,24
1091,20
1092,15
1093,24
1094,22
1095,28
1096,15
1097,27
1098,29
1099,18
1100,25
1101,06
1102,12
1103,07
1104,13
1105,25
1106,24
1107,04
1108,02
1109,06
1110,02
1111,09
1112,15
1113,13
1114,24
1115,09
1116,24
1117,11
1118,01
1119,07
1120,26
1121,09
1122,19
1123,31
1124,18
1125,18
1126,07
1127,16
1128,17
1129,14
1130,09
1131,19
1132,32
1133,17
1134,21
1135,26
1136,14
1137,18
1138,01
1139,10
1140,26
1141,01
1142,24
1143,07
1144,01
1145,23
1146,03
1147,22
1148,26
1149,30
1150,32
1151,24
1152,02
1153,02
1154,02
1155,19
1156,26
1157,08
1158,13
1159,17
1160,31
1161,25
1162,24
1163,14
1164,29
1165,31
1166,27
1167,22
1168,04
1169,24
1170,24
1171,28
1172,10
1173,05
1174,31
1175,26
1176,26
1177,17
1178,23
1179,25
1180,01
1181,05
1182,16
1183,28
1184,30
1185,08
1186,17
1187,20
1188,06
1189,07
1190,33
1191,21
1192,08
1193,10
1194,18
1195,30
1196,25
1197,32
1198,27
1199,19
1200,02
1201,03
1202,30
1203,06
1204,04
1205,21
1206,12
1207,32
1208,15
1209,20
1210,16
1211,31
1212,32
1213,20
1214,29
1215,16
1216,11
1217,06
1218,04
1219,09
1220,29
1221,05
1222,09
1223,31
1224,11
1225,12
1226,10
1227,04
1228,09
1229,07
1230,27
1231,07
1232,29
1233,31
1234,10
1235,29
1236,23
1237,12
1238,16
1239,26
1240,01
1241,21
1242,03
1243,16
1244,06
1245,15
1246,09
1247,01
1248,26
1249,11
1250,32
1251,17
1252,22
1253,12
1254,04
1255,31
1256,24
1257,18
1258,16
1259,14
1260,10
1261,23
1262,02
1263,12
1264,20
1265,30
1266,25
1267,31
1268,18
1269,32
1270,30
1271,27
1272,19
1273,29
1274,14
1275,16
1276,14
1277,26
1278,30
1279,22
1280,06
1281,27
1282,11
1283,26
1284,05
1285,15
1286,07
1287,06
1288,23
1289,27
1290,02
1291,28
1292,01
1293,16
1294,25
1295,20
1296,27
1297,30
1298,28
1299,21
1300,12
1301,19
1302,05
1303,07
1304,23
1305,30
1306,12
1307,23
1308,04
1309,09
1310,15
1311,22
1312,10
1313,26
1314,31
1315,24
1316,10
1317,03
1318,33
1319,11
1320,26
1321,14
1322,11
1323,01
1324,31
1325,08
1326,19
1327,33
1328,25
1329,27
1330,19
1331,11
1332,01
1333,04
1334,13
1335,17
1336,20
1337,04
1338,18
1339,28
1340,26
1341,27
1342,25
1343,26
1344,29
1345,11
1346,17
1347,10
1348,16
1349,27
1350,29
1351,30
1352,17
1353,18
1354,31
1355,23
1356,13
1357,07
1358,28
1359,04
1360,11
1361,02
1362,08
1363,06
1364,14
1365,25
1366,04
1367,15
1368,26
1369,30
1370,23
1371,11
1372,24
1373,13
1374,25
1375,21
1376,32
1377,33
1378,33
1379,17
1380,11
1381,08
1382,19
1383,27
1384,05
1385,09
1386,30
1387,14
1388,09
1389,13
1390,22
1391,11
1392,19
1393,31
1394,13
1395,09
1396,20
1397,18
1398,11
1399,24
1400,32
1401,18
1402,05
1403,27
1404,20
1405,07
1406,12
1407,25
1408,21
1409,26
1410,05
1411,11
1412,05
1413,07
1414,22
1415,32
1416,07
1417,29
1418,13
1419,11
1420,28
1421,17
1422,21
1423,21
1424,33
1425,05
1426,05
1427,07
1428,13
1429,26
1430,32
1431,23
1432,06
1433,32
1434,24
1435,32
1436,29
1437,04
1438,12
1439,25
1440,01
1441,23
1442,06
1443,32
1444,30
1445,15
1446,03
1447,23
1448,09
1449,17
1450,22
1451,13
1452,19
1453,13
1454,02
1455,30
1456,28
1457,16
1458,07
1459,26
1460,04
1461,15
1462,30
1463,18
1464,14
1465,01
1466,08
1467,06
1468,07
1469,14
1470,29
1471,17
1472,22
1473,15
1474,31
1475,32
1476,12
1477,24
1478,12
1479,10
1480,33
1481,06
1482,11
1483,14
1484,24
1485,17
1486,30
1487,14
1488,03
1489,15
1490,24
1491,03
1492,04
1493,27
1494,26
1495,26
1496,11
1497,03
1498,20
1499,18
1500,06
1501,15
1502,22
1503,30
1504,20
1505,04
1506,25
1507,18
1508,10
1509,26
1510,14
1511,28
1512,32
1513,06
1514,29
1515,26
1516,17
1517,22
1518,11
1519,31
1520,20
1521,14
1522,05
1523,16
1524,26
1525,23
1526,21
1527,19
1528,02
1529,24
1530,07
1531,08
1532,22
1533,19
1534,01
1535,22
1536,26
1537,31
1538,08
1539,32
1540,08
1541,09
1542,28
1543,01
1544,09
1545,28
1546,21
1547,23
1548,17
1549,33
1550,12
1551,07
1552,04
1553,27
1554,12
1555,24
1556,02
1557,22
1558,18
1559,05
1560,10
1561,11
1562,30
1563,04
1564,04
1565,03
1566,17
1567,14
1568,16
1569,17
1570,20
1571,04
1572,18
1573,09
1574,18
1575,04
1576,24
1577,07
1578,13
1579,31
1580,29
1581,32
1582,31
1583,24
1584,25
1585,17
1586,11
1587,32
1588,01
1589,03
1590,16
1591,11
1592,07
1593,29
1594,31
1595,30
1596,19
1597,15
1598,17
1599,14
1600,16
1601,09
1602,05
1603,21
1604,19
1605,13
1606,25
1607,30
1608,24
1609,25
1610,30
1611,19
1612,14
1613,22
1614,26
1615,17
1616,16
1617,01
1618,11
1619,30
1620,27
1621,16
1622,19
1623,21
1624,29
1625,32
1626,04
1627,33
1628,07
1629,25
1630,24
1631,11
1632,03
1633,07
1634,25
1635,05
1636,28
1637,09
1638,18
1639,08
1640,16
1641,23
1642,17
1643,24
1644,13
1645,17
1646,05
1647,21
1648,01
1649,04
1650,25
1651,25
1652,18
1653,02
1654,24
1655,08
1656,29
1657,08
1658,18
1659,23
1660,27
1661,05
1662,28
1663,12
1664,19
1665,33
1666,03
1667,11
1668,12
1669,09
1670,03
1671,22
1672,30
1673,22
1674,26
1675,05
1676,01
1677,19
1678,12
1679,23
1680,14
1681,04
1682,09
1683,29
1684,19
1685,08
1686,29
1687,08
1688,22
1689,24
1690,29
1691,13
1692,16
1693,23
1694,21
1695,33
1696,28
1697,17
1698,09
1699,17
1700,23
1701,11
1702,08
1703,22
1704,30
1705,33
1706,23
1707,11
1708,14
1709,29
1710,30
1711,20
1712,07
1713,01
1714,29
1715,01
1716,24
1717,31
1718,27
1719,27
1720,05
1721,08
1722,30
1723,22
1724,14
1725,31
1726,22
1727,02
1728,31
1729,29
1730,06
1731,25
1732,17
1733,16
1734,28
1735,18
1736,05
1737,29
1738,29
1739,07
1740,12
1741,10
1742,24
1743,21
1744,21
1745,07
1746,25
1747,23
1748,14
1749,32
1750,10
1751,09
1752,07
1753,21
1754,03
1755,15
1756,29
1757,08
1758,30
1759,25
1760,17
1761,13
1762,09
1763,06
1764,01
1765,28
1766,07
1767,13
1768,11
1769,15
1770,13
1771,26
1772,26
1773,07
1774,14
1775,01
1776,18
1777,32
1778,18
1779,08
1780,17
1781,28
1782,05
1783,13
1784,16
1785,09
1786,21
1787,24
1788,03
1789,22
1790,05
1791,26
1792,16
1793,07
1794,16
1795,24
1796,16
1797,17
1798,10
1799,18
1800,18
1801,32
1802,02
1803,16
1804,27
1805,06
1806,14
1807,16
1808,23
1809,08
1810,11
1811,25
1812,06
1813,18
1814,19
1815,08
1816,05
1817,26
1818,04
1819,32
1820,27
1821,13
1822,26
1823,32
1824,25
1825,13
1826,02
1827,06
1828,15
1829,02
1830,18
1831,09
1832,29
1833,29
1834,22
1835,07
1836,09
1837,25
1838,17
1839,31
1840,24
1841,20
1842,13
1843,22
1844,03
1845,29
1846,12
1847,08
1848,09
1849,26
1850,03
1851,21
1852,12
1853,09
1854,22
1855,14
1856,10
1857,05
1858,26
1859,32
1860,04
1861,26
1862,23
1863,18
1864,29
1865,20
1866,16
1867,28
1868,02
1869,13
1870,29
1871,19
1872,22
1873,16
1874,06
1875,13
1876,11
1877,02
1878,27
1879,01
1880,12
1881,28
1882,24
1883,25
1884,29
1885,03
1886,17
1887,19
1888,15
1889,19
1890,16
1891,08
1892,27
1893,33
1894,03
1895,06
1896,11
1897,27
1898,18
1899,20
1900,30
1901,26
1902,10
1903,11
1904,28
1905,14
1906,15
1907,24
1908,02
1909,10
1910,16
1911,31
1912,27
1913,25
1914,01
1915,30
1916,13
1917,13
1918,22
1919,22
1920,30
1921,25
1922,07
1923,30
1924,12
1925,13
1926,21
1927,21
1928,19
1929,19
1930,08
1931,20
1932,21
1933,13
1934,04
1935,32
1936,13
1937,19
1938,20
1939,12
1940,07
1941,20
1942,03
1943,17
1944,20
1945,22
1946,13
1947,06
1948,09
1949,15
1950,19
1951,29
1952,28
1953,22
1954,03
1955,23
1956,05
1957,25
1958,29
1959,06
1960,12
1961,17
1962,19
1963,16
1964,20
1965,31
1966,08
1967,27
1968,11
1969,21
1970,05
1971,16
1972,12
1973,16
1974,30
1975,17
1976,29
1977,24
1978,25
1979,30
1980,12
1981,17
1982,18
1983,19
1984,32
1985,10
1986,25
1987,14
1988,21
1989,04
1990,13
1991,17
1992,31
1993,09
1994,21
1995,25
1996,08
1997,33
1998,10
1999,19
2000,05
2001,24
2002,30
2003,28
2004,30
2005,32
2006,26
2007,15
2008,05
2009,04
2010,25
2011,01
2012,29
2013,20
2014,27
2015,10
2016,31
2017,30
2018,28
2019,02
2020,23
2021,12
2022,09
2023,06
2024,06
2025,07
2026,27
2027,08
2028,27
2029,25
2030,08
2031,21
2032,13
2033,02
2034,02
2035,10
2036,24
2037,26
2038,02
2039,04
2040,10
2041,24
2042,04
2043,07
2044,17
2045,31
2046,26
2047,23
2048,09
2049,20
2050,20
2051,25
2052,20
2053,23
2054,15
2055,05
2056,23
2057,04
2058,02
2059,15
2060,29
2061,30
2062,29
2063,24
2064,33
2065,20
2066,32
2067,27
2068,08
2069,25
2070,12
2071,04
2072,33
2073,06
2074,22
2075,09
2076,22
2077,10
2078,27
2079,12
2080,30
2081,30
2082,06
2083,31
2084,05
2085,04
2086,32
2087,02
2088,30
2089,13
2090,04
2091,19
2092,22
2093,07
2094,23
2095,16
2096,07
2097,26
2098,08
2099,15
2100,15
2101,20
2102,24
2103,18
2104,09
2105,33
2106,13
2107,14
2108,30
2109,28
2110,09
2111,13
2112,12
2113,22
2114,22
2115,24
2116,10
2117,04
2118,03
2119,22
2120,02
2121,22
2122,03
2123,26
2124,03
2125,16
2126,06
2127,08
2128,02
2129,22
2130,23
2131,16
2132,05
2133,18
2134,24
2135,01
2136,30
2137,13
2138,19
2139,07
2140,12
2141,22
2142,28
2143,33
2144,27
2145,08
2146,19
2147,02
2148,30
2149,22
2150,16
2151,07
2152,01
2153,04
2154,33
2155,23
2156,06
2157,25
2158,08
2159,15
2160,08
2161,15
2162,05
2163,22
2164,04
2165,15
2166,31
2167,22
2168,02
2169,09
2170,25
2171,08
2172,22
2173,27
2174,04
2175,02
2176,14
2177,27
2178,14
2179,02
2180,09
2181,05
2182,10
