periods,ball
608,17
609,18
610,19
611,18
612,18
613,09
614,18
615,11
616,04
617,30
618,22
619,06
620,32
621,14
622,29
623,24
624,02
625,20
626,13
627,28
628,13
629,14
630,25
631,05
632,26
633,27
634,10
635,25
636,03
637,11
638,22
639,24
640,13
641,07
642,27
643,19
644,24
645,19
646,21
647,27
648,03
649,21
650,11
651,18
652,31
653,02
654,07
655,03
656,10
657,26
658,02
659,26
660,01
661,32
662,09
663,24
664,07
665,16
666,28
667,05
668,25
669,29
670,20
671,09
672,25
673,13
674,04
675,22
676,22
677,17
678,15
679,09
680,17
681,21
682,16
683,15
684,21
685,29
686,29
687,07
688,05
689,02
690,10
691,28
692,12
693,08
694,30
695,19
696,19
697,26
698,29
699,22
700,19
701,03
702,16
703,12
704,09
705,14
706,23
707,31
708,11
709,10
710,06
711,23
712,04
713,10
714,05
715,13
716,24
717,12
718,11
719,25
720,26
721,13
722,23
723,20
724,25
725,11
726,23
727,21
728,31
729,32
730,08
731,01
732,06
733,17
734,02
735,31
736,30
737,26
738,17
739,17
740,15
741,27
742,22
743,33
744,11
745,14
746,13
747,12
748,26
749,04
750,29
751,13
752,21
753,08
754,30
755,12
756,30
757,31
758,23
759,16
760,24
761,12
762,18
763,10
764,23
765,29
766,24
767,03
768,07
769,15
770,28
771,30
772,25
773,16
774,06
775,17
776,14
777,18
778,23
779,16
780,29
781,31
782,23
783,09
784,09
785,02
786,22
787,07
788,33
789,29
790,22
791,31
792,11
793,29
794,10
795,29
796,12
797,22
798,05
799,32
800,30
801,18
802,25
803,19
804,10
805,14
806,05
807,33
808,07
809,25
810,31
811,20
812,06
813,12
814,27
815,13
816,32
817,26
818,05
819,33
820,04
821,14
822,26
823,01
824,22
825,31
826,25
827,30
828,17
829,08
830,26
831,12
832,15
833,08
834,20
835,14
836,11
837,04
838,06
839,17
840,07
841,14
842,27
843,27
844,10
845,01
846,18
847,24
848,23
849,22
850,18
851,32
852,23
853,22
854,14
855,02
856,27
857,30
858,12
859,15
860,23
861,06
862,28
863,15
864,10
865,01
866,23
867,04
868,26
869,23
870,29
871,21
872,15
873,09
874,21
875,06
876,30
877,07
878,17
879,03
880,29
881,05
882,05
883,23
884,26
885,19
886,23
887,11
888,14
889,22
890,02
891,28
892,25
893,18
894,31
895,32
896,29
897,27
898,19
899,30
900,09
901,14
902,14
903,30
904,33
905,25
906,21
907,02
908,33
909,17
910,18
911,28
912,11
913,07
914,09
915,11
916,02
917,33
918,33
919,09
920,01
921,26
922,14
923,18
924,17
925,02
926,14
927,20
928,29
929,27
930,29
931,08
932,17
933,06
934,10
935,14
936,32
937,12
938,32
939,24
940,25
941,15
942,12
943,06
944,12
945,10
946,16
947,25
948,04
949,07
950,19
951,16
952,08
953,17
954,03
955,33
956,23
957,32
958,33
959,03
960,22
961,08
962,04
963,05
964,22
965,21
966,24
967,05
968,01
969,03
970,22
971,10
972,22
973,29
974,16
975,30
976,19
977,06
978,25
979,07
980,33
981,28
982,12
983,08
984,05
985,14
986,07
987,24
988,15
989,24
990,08
991,01
992,07
993,16
994,12
995,12
996,30
997,22
998,05
999,09
1000,18
1001,22
1002,29
1003,04
1004,19
1005,04
1006,32
1007,14
1008,31
1009,13
1010,29
1011,25
1012,13
1013,09
1014,14
1015,16
1016,07
1017,32
1018,32
1019,13
1020,31
1021,10
1022,23
1023,29
1024,32
1025,21
1026,01
1027,01
1028,22
1029,23
1030,27
1031,30
1032,25
1033,02
1034,01
1035,05
1036,01
1037,12
1038,01
1039,26
1040,31
1041,17
1042,31
1043,02
1044,32
1045,07
1046,23
1047,22
1048,27
1049,05
1050,23
1051,01
1052,10
1053,09
1054,12
1055,20
1056,23
1057,22
1058,13
1059,02
1060,01
1061,23
1062,20
1063,01
1064,28
1065,16
1066,15
1067,26
1068,31
1069,22
1070,19
1071,32
1072,07
1073,25
1074,24
1075,26
1076,33
1077,03
1078,22
1079,04
1080,16
1081,06
1082,32
1083,01
1084,08
1085,12
1086,20
1087,15
1088,12
1089,07
1090,18
1091,15
1092,25
1093,29
1094,20
1095,01
1096,13
1097,30
1098,01
1099,13
1100,27
1101,32
1102,11
1103,13
1104,18
1105,08
1106,19
1107,08
1108,01
1109,26
1110,33
1111,03
1112,22
1113,26
1114,04
1115,19
1116,23
1117,31
1118,12
1119,02
1120,27
1121,18
1122,02
1123,24
1124,32
1125,24
1126,03
1127,02
1128,23
1129,17
1130,17
1131,03
1132,09
1133,12
1134,14
1135,10
1136,20
1137,03
1138,24
1139,12
1140,23
1141,19
1142,12
1143,13
1144,13
1145,05
1146,13
1147,03
1148,33
1149,13
1150,02
1151,17
1152,25
1153,17
1154,21
1155,26
1156,32
1157,26
1158,25
1159,14
1160,04
1161,24
1162,32
1163,07
1164,12
1165,24
1166,31
1167,20
1168,03
1169,19
1170,16
1171,14
1172,04
1173,17
1174,04
1175,31
1176,16
1177,18
1178,04
1179,14
1180,27
1181,22
1182,07
1183,04
1184,12
1185,17
1186,16
1187,23
1188,04
1189,30
1190,31
1191,11
1192,21
1193,08
1194,13
1195,07
1196,04
1197,04
1198,17
1199,24
1200,18
1201,01
1202,02
1203,01
1204,12
1205,28
1206,31
1207,19
1208,29
1209,22
1210,03
1211,02
1212,14
1213,16
1214,16
1215,18
1216,06
1217,17
1218,03
1219,03
1220,30
1221,02
1222,30
1223,05
1224,04
1225,19
1226,24
1227,19
1228,17
1229,22
1230,12
1231,31
1232,06
1233,13
1234,16
1235,20
1236,28
1237,14
1238,17
1239,17
1240,03
1241,28
1242,20
1243,18
1244,11
1245,30
1246,07
1247,07
1248,10
1249,21
1250,14
1251,14
1252,33
1253,18
1254,28
1255,26
1256,27
1257,07
1258,19
1259,09
1260,21
1261,14
1262,07
1263,13
1264,25
1265,31
1266,12
1267,22
1268,02
1269,01
1270,24
1271,29
1272,06
1273,15
1274,12
1275,10
1276,15
1277,11
1278,04
1279,25
1280,23
1281,22
1282,16
1283,11
1284,09
1285,01
1286,02
1287,31
1288,10
1289,33
1290,29
1291,17
1292,12
1293,04
1294,19
1295,26
1296,18
1297,08
1298,30
1299,10
1300,25
1301,09
1302,32
1303,20
1304,29
1305,22
1306,27
1307,33
1308,12
1309,27
1310,09
1311,31
1312,28
1313,15
1314,10
1315,31
1316,22
1317,17
1318,03
1319,21
1320,11
1321,05
1322,09
1323,29
1324,08
1325,32
1326,24
1327,26
1328,10
1329,08
1330,04
1331,07
1332,14
1333,12
1334,17
1335,12
1336,06
1337,22
1338,30
1339,04
1340,31
1341,03
1342,03
1343,04
1344,07
1345,08
1346,16
1347,02
1348,24
1349,10
1350,02
1351,10
1352,05
1353,10
1354,32
1355,22
1356,30
1357,09
1358,19
1359,32
1360,18
1361,18
1362,22
1363,12
1364,04
1365,02
1366,29
1367,14
1368,20
1369,05
1370,15
1371,10
1372,27
1373,14
1374,02
1375,19
1376,28
1377,21
1378,23
1379,27
1380,16
1381,22
1382,26
1383,16
1384,07
1385,17
1386,27
1387,11
1388,05
1389,15
1390,20
1391,25
1392,01
1393,02
1394,10
1395,20
1396,21
1397,03
1398,26
1399,20
1400,21
1401,20
1402,15
1403,25
1404,24
1405,24
1406,22
1407,16
1408,27
1409,29
1410,23
1411,21
1412,09
1413,09
1414,31
1415,28
1416,12
1417,21
1418,06
1419,17
1420,17
1421,02
1422,17
1423,31
1424,14
1425,03
1426,29
1427,30
1428,30
1429,27
1430,01
1431,32
1432,11
1433,01
1434,09
1435,14
1436,12
1437,05
1438,32
1439,08
1440,22
1441,26
1442,16
1443,13
1444,09
1445,26
1446,25
1447,01
1448,17
1449,27
1450,17
1451,28
1452,20
1453,06
1454,28
1455,32
1456,29
1457,05
1458,21
1459,01
1460,02
1461,06
1462,05
1463,25
1464,15
1465,12
1466,26
1467,19
1468,29
1469,13
1470,30
1471,19
1472,33
1473,14
1474,09
1475,28
1476,14
1477,29
1478,04
1479,02
1480,13
1481,15
1482,03
1483,31
1484,26
1485,30
1486,10
1487,10
1488,13
1489,28
1490,06
1491,33
1492,03
1493,18
1494,03
1495,16
1496,21
1497,10
1498,13
1499,13
1500,01
1501,23
1502,09
1503,19
1504,01
1505,30
1506,02
1507,17
1508,30
1509,28
1510,19
1511,17
1512,14
1513,33
1514,30
1515,24
1516,27
1517,19
1518,32
1519,13
1520,04
1521,06
1522,09
1523,08
1524,04
1525,02
1526,22
1527,25
1528,23
1529,28
1530,21
1531,02
1532,18
1533,15
1534,30
1535,14
1536,07
1537,21
1538,04
1539,09
1540,02
1541,18
1542,04
1543,31
1544,23
1545,31
1546,28
1547,29
1548,29
1549,03
1550,22
1551,04
1552,06
1553,17
1554,32
1555,12
1556,17
1557,15
1558,13
1559,25
1560,26
1561,17
1562,03
1563,08
1564,33
1565,20
1566,13
1567,05
1568,33
1569,26
1570,23
1571,07
1572,01
1573,23
1574,06
1575,19
1576,16
1577,21
1578,21
1579,03
1580,14
1581,21
1582,05
1583,16
1584,32
1585,02
1586,12
1587,09
1588,25
1589,19
1590,18
1591,08
1592,29
1593,20
1594,33
1595,06
1596,24
1597,32
1598,03
1599,18
1600,14
1601,25
1602,07
1603,32
1604,01
1605,05
1606,19
1607,32
1608,21
1609,04
1610,21
1611,10
1612,23
1613,17
1614,07
1615,13
1616,23
1617,05
1618,05
1619,14
1620,30
1621,29
1622,24
1623,16
1624,22
1625,28
1626,25
1627,32
1628,09
1629,30
1630,22
1631,03
1632,11
1633,22
1634,15
1635,09
1636,09
1637,22
1638,10
1639,10
1640,09
1641,16
1642,03
1643,10
1644,15
1645,19
1646,29
1647,09
1648,11
1649,02
1650,12
1651,13
1652,14
1653,17
1654,25
1655,31
1656,09
1657,05
1658,21
1659,01
1660,12
1661,30
1662,19
1663,02
1664,32
1665,30
1666,31
1667,27
1668,18
1669,12
1670,09
1671,07
1672,14
1673,27
1674,29
1675,21
1676,06
1677,01
1678,10
1679,33
1680,06
1681,30
1682,05
1683,27
1684,13
1685,02
1686,10
1687,06
1688,24
1689,25
1690,20
1691,10
1692,10
1693,32
1694,14
1695,18
1696,19
1697,14
1698,17
1699,11
1700,09
1701,28
1702,13
1703,20
1704,21
1705,14
1706,33
1707,01
1708,09
1709,10
1710,15
1711,17
1712,28
1713,28
1714,16
1715,28
1716,17
1717,10
1718,11
1719,02
1720,07
1721,09
1722,24
1723,05
1724,15
1725,16
1726,05
1727,13
1728,03
1729,03
1730,31
1731,29
1732,11
1733,08
1734,22
1735,03
1736,10
1737,26
1738,06
1739,31
1740,01
1741,33
1742,32
1743,11
1744,20
1745,23
1746,16
1747,10
1748,02
1749,17
1750,11
1751,33
1752,10
1753,17
1754,21
1755,18
1756,05
1757,25
1758,27
1759,24
1760,15
1761,27
1762,06
1763,11
1764,23
1765,17
1766,04
1767,29
1768,24
1769,27
1770,02
1771,16
1772,27
1773,28
1774,15
1775,05
1776,14
1777,21
1778,12
1779,24
1780,06
1781,07
1782,06
1783,29
1784,18
1785,17
1786,09
1787,27
1788,16
1789,01
1790,10
1791,27
1792,13
1793,20
1794,03
1795,26
1796,26
1797,03
1798,26
1799,01
1800,20
1801,20
1802,20
1803,02
1804,31
1805,32
1806,15
1807,32
1808,12
1809,14
1810,28
1811,31
1812,21
1813,30
1814,21
1815,18
1816,20
1817,01
1818,26
1819,13
1820,10
1821,08
1822,29
1823,14
1824,17
1825,22
1826,28
1827,32
1828,20
1829,28
1830,16
1831,28
1832,31
1833,19
1834,10
1835,05
1836,19
1837,21
1838,04
1839,04
1840,16
1841,12
1842,27
1843,11
1844,11
1845,28
1846,23
1847,06
1848,18
1849,19
1850,04
1851,25
1852,27
1853,01
1854,07
1855,30
1856,19
1857,19
1858,04
1859,24
1860,26
1861,12
1862,31
1863,02
1864,16
1865,01
1866,25
1867,09
1868,05
1869,33
1870,15
1871,27
1872,01
1873,27
1874,22
1875,26
1876,05
1877,20
1878,05
1879,26
1880,02
1881,14
1882,16
1883,01
1884,20
1885,08
1886,20
1887,13
1888,04
1889,24
1890,30
1891,09
1892,26
1893,10
1894,31
1895,31
1896,19
1897,08
1898,07
1899,16
1900,17
1901,28
1902,17
1903,14
1904,18
1905,27
1906,02
1907,25
1908,04
1909,03
1910,07
1911,07
1912,20
1913,14
1914,25
1915,05
1916,21
1917,16
1918,10
1919,26
1920,19
1921,06
1922,31
1923,12
1924,04
1925,17
1926,12
1927,27
1928,25
1929,08
1930,27
1931,18
1932,22
1933,04
1934,07
1935,06
1936,29
1937,18
1938,03
1939,22
1940,23
1941,33
1942,12
1943,09
1944,26
1945,02
1946,14
1947,14
1948,24
1949,01
1950,01
1951,10
1952,19
1953,26
1954,16
1955,22
1956,20
1957,20
1958,04
1959,32
1960,18
1961,23
1962,17
1963,27
1964,03
1965,13
1966,23
1967,20
1968,29
1969,26
1970,16
1971,09
1972,06
1973,01
1974,32
1975,09
1976,23
1977,28
1978,16
1979,25
1980,17
1981,31
1982,12
1983,20
1984,11
1985,03
1986,03
1987,30
1988,20
1989,23
1990,24
1991,09
1992,18
1993,18
1994,22
1995,26
1996,29
1997,21
1998,22
1999,03
2000,14
2001,19
2002,11
2003,31
2004,22
2005,18
2006,19
2007,33
2008,31
2009,32
2010,06
2011,16
2012,05
2013,26
2014,23
2015,28
2016,23
2017,21
2018,25
2019,10
2020,29
2021,27
2022,15
2023,30
2024,02
2025,29
2026,26
2027,31
2028,21
2029,27
2030,19
2031,27
2032,11
2033,08
2034,29
2035,06
2036,30
2037,30
2038,17
2039,17
2040,23
2041,23
2042,12
2043,12
2044,07
2045,32
2046,11
2047,20
2048,02
2049,22
2050,22
2051,07
2052,25
2053,19
2054,32
2055,17
2056,06
2057,02
2058,04
2059,07
2060,09
2061,25
2062,23
2063,10
2064,08
2065,31
2066,09
2067,05
2068,07
2069,02
2070,06
2071,08
2072,02
2073,15
2074,18
2075,29
2076,17
2077,03
2078,02
2079,30
2080,02
2081,07
2082,27
2083,15
2084,07
2085,08
2086,06
2087,27
2088,20
2089,08
2090,17
2091,23
2092,04
2093,04
2094,16
2095,19
2096,21
2097,32
2098,32
2099,19
2100,29
2101,29
2102,02
2103,24
2104,31
2105,28
2106,20
2107,18
2108,20
2109,22
2110,19
2111,24
2112,26
2113,24
2114,31
2115,02
2116,12
2117,17
2118,10
2119,10
2120,29
2121,06
2122,32
2123,30
2124,23
2125,31
2126,03
2127,15
2128,01
2129,07
2130,14
2131,01
2132,30
2133,28
2134,20
2135,22
2136,06
2137,03
2138,14
2139,29
2140,13
2141,10
2142,05
2143,18
2144,09
2145,11
2146,12
2147,06
2148,31
2149,30
2150,28
2151,18
2152,32
2153,20
2154,01
2155,30
2156,25
2157,12
2158,09
2159,20
2160,14
2161,23
2162,32
2163,10
2164,33
2165,13
2166,25
2167,32
2168,01
2169,30
2170,26
2171,23
2172,18
2173,24
2174,21
2175,06
2176,01
2177,30
2178,27
2179,31
2180,21
2181,23
2182,01
