1,12
2,16
3,03
4,16
5,06
6,07
7,08
8,09
9,13
10,15
11,12
12,12
13,02
14,13
15,06
16,06
17,13
18,09
19,04
20,01
21,08
22,02
23,14
24,12
25,16
26,15
27,07
28,10
29,07
30,01
31,13
32,10
33,14
34,08
35,15
36,07
37,16
38,03
39,16
40,11
41,07
42,13
43,15
44,03
45,11
46,16
47,09
48,15
49,13
50,01
51,11
52,13
53,12
54,16
55,07
56,16
57,02
58,04
59,11
60,02
61,14
62,11
63,01
64,11
65,14
66,10
67,11
68,11
69,08
70,11
71,11
72,13
73,01
74,11
75,02
76,06
77,11
78,04
79,10
80,07
81,14
82,01
83,03
84,14
85,13
86,13
87,12
88,16
89,07
90,11
91,08
92,09
93,07
94,06
95,09
96,13
97,11
98,15
99,03
100,08
101,13
102,12
1,12
2,16
3,03
4,16
5,06
6,07
7,08
8,09
9,13
10,15
11,12
12,12
13,02
14,13
15,06
16,06
17,13
18,09
19,04
20,01
21,08
22,02
23,14
24,12
25,16
26,15
27,07
28,10
29,07
30,01
31,13
32,10
33,14
34,08
35,15
36,07
37,16
38,03
39,16
40,11
41,07
42,13
43,15
44,03
45,11
46,16
47,09
48,15
49,13
50,01
51,11
52,13
53,12
54,16
55,07
56,16
57,02
58,04
59,11
60,02
61,14
62,11
63,01
64,11
65,14
66,10
67,11
68,11
69,08
70,11
71,11
72,13
73,01
74,11
75,02
76,06
77,11
78,04
79,10
80,07
81,14
82,01
83,03
84,14
85,13
86,13
87,12
88,16
89,07
90,11
91,08
92,09
93,07
94,06
95,09
96,13
97,11
98,15
99,03
100,08
101,13
102,12
103,13
104,05
105,09
106,06
107,04
108,04
109,10
110,06
111,03
112,06
113,04
114,15
115,11
116,12
117,05
118,05
119,11
120,13
121,01
122,14
123,16
124,01
125,05
126,07
127,03
128,11
129,14
130,02
131,10
132,05
133,13
134,14
135,06
136,09
137,09
138,02
139,11
140,09
141,02
142,11
143,07
144,02
145,04
146,12
147,10
148,15
149,09
150,13
151,07
152,04
153,08
154,03
155,04
156,15
157,05
158,06
159,06
160,14
161,16
162,13
163,07
164,07
165,07
166,05
167,03
168,16
169,06
170,15
171,06
172,14
173,01
174,01
175,14
176,14
177,14
178,12
179,01
180,02
181,05
182,08
183,01
184,15
185,14
186,03
187,02
188,15
189,15
190,01
191,02
192,05
193,12
194,12
195,07
196,12
197,14
198,11
199,02
200,06
201,07
202,01
203,01
204,03
205,07
206,15
207,06
208,10
209,10
210,15
211,14
212,14
213,16
214,03
215,15
216,16
217,15
218,11
219,14
220,01
221,15
222,05
223,06
224,05
225,15
226,15
227,03
228,06
229,08
230,05
231,16
232,04
233,12
234,13
235,07
236,07
237,15
238,10
239,14
240,05
241,07
242,03
243,07
244,09
245,14
246,15
247,16
248,16
249,09
250,13
251,03
252,15
253,05
254,09
255,10
256,05
257,15
258,02
259,12
260,13
261,02
262,01
263,09
264,14
265,09
266,09
267,13
268,10
269,07
270,13
271,01
272,07
273,04
274,08
275,16
276,05
277,16
278,13
279,12
280,04
281,10
