"InvoiceID","PayerAccountId","LinkedAccountId","RecordId","ProductName","UsageType","Operation","AvailabilityZone","ReservedInstance","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","UnblendedRate","UnBlendedCost","ResourceId","aws_createdBy","aws_ec2launchtemplate_id","aws_ec2launchtemplate_version","aws_migrationhub_source-id","user_AWSApplicationMigrationServiceManaged","user_Combined","user_Company","user_Company ","user_Division","user_EBS","user_EC2","user_ElastiCache","user_Environment","user_Name","user_Owner","user_Project","user_RDS","user_S3","user_Service","user_Subsystem","user_Tier","user_Vendor","user_autotag","user_cdn-user","user_company","user_customer","user_division","user_env","user_environment","user_s3-user","user_service","user_user_Project","user_user_Stack","user_user_Name"
"941862189","873355651616","613578578192","LineItem","Amazon GameLift","APN2-BoxUsage:c5.large","ConsumeWindowsGameLiftInstance","","N","Tax for product code AmazonGameLift usage type APN2-BoxUsage:c5.large operation ConsumeWindowsGameLiftInstance","2021-12-01T00:00:00Z","2022-01-01T00:00:00Z",1.0000000000,"",0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-DataTransfer-Out-Bytes","GET","","N","$0.013 per GB from 153,600 to 512,000 GB - Download bandwidth consumed in GigaBytes (Asia, excluding Japan)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",0.0041529620,"0.013",5.398850599999999e-05,"arn:aws:cloudfront::613578578192:distribution/E2156678P3XPM4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-DataTransfer-Out-Bytes","GET","","N","$0.013 per GB from 153,600 to 512,000 GB - Download bandwidth consumed in GigaBytes (Asia, excluding Japan)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",0.0000048978,"0.013",6.36714e-08,"arn:aws:cloudfront::613578578192:distribution/E2BIAH1PU3MI3W","","","","","","","","","","","","","","","","gamesdk","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-DataTransfer-Out-Bytes","GET","","N","$0.013 per GB from 153,600 to 512,000 GB - Download bandwidth consumed in GigaBytes (Asia, excluding Japan)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",2161.6026259577,"0.013",28.1008341374501,"arn:aws:cloudfront::613578578192:distribution/E3NHVBYMRXKJP2","","","","","","","","","","","","","","","","figurestory","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-DataTransfer-Out-Bytes","POST","","N","$0.013 per GB from 0 to 10,240 GB - Download bandwidth consumed in GigaBytes (Asia, excluding Japan)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",0.0000019111,"0.013",2.4844299999999997e-08,"arn:aws:cloudfront::613578578192:distribution/E384TYFTX7OBEU","","","","","","","","","","","","","","","","sssj-sgp","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-Requests-HTTP-Proxy","POST","","N","$0.0000009000 per 10,000 Proxy HTTP Requests (Asia)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",372.0000000000,"0.0000009000",0.0003348,"arn:aws:cloudfront::613578578192:distribution/E297KGS6FYULUS","","","","","","","","","","","","","","","","jsz-jp","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-Requests-HTTP-Proxy","POST","","N","$0.0000009000 per 10,000 Proxy HTTP Requests (Asia)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",2.0000000000,"0.0000009000",1.8e-06,"arn:aws:cloudfront::613578578192:distribution/E2S5P8Q88FBX6P","","","","","","","","","","","","","","","","gamesdk","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-Requests-HTTPS-Proxy","PUT","","N","$0.0000012000 per 10,000 Proxy HTTPS Requests (Asia)","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",163010.0000000000,"0.0000012000",0.19561199999999998,"arn:aws:cloudfront::613578578192:distribution/E2YKXBDSQ32PXD","","","","","","","","","","","","","","","","zzzj-global","","","","","","","","","","","","","","","","","",""
"941862189","873355651616","613578578192","LineItem","Amazon CloudFront","AP-Requests-Tier1","GET","","N","$0.0000009000 per 10,000 HTTP Requests","2021-12-01T00:00:00Z","2021-12-01T01:00:00Z",320.0000000000,"0.0000009000",0.000288,"arn:aws:cloudfront::613578578192:distribution/E11YJI9TB8L0C","","","","","","","","","","","","","","","","gamesdk","","","","","","","","","","","","","","","","","",""
