objectIndex,max_jf,can_rwIds,ed_rwIds
208800005649,38,"32030001,32030002,32030003","32030001,32030002,32030003"
208800005674,20,"32030001,32030002","32030001,32030002"
208800005684,10,"32030001,32030002","32030001,32030002"
208800005861,1,32030001,32030001
208800005925,13,"32030001,32030002","32030001,32030002"
208800005957,260,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009",NULL
208800006022,31,"32030001,32030002,32030003","32030001,32030002,32030003"
208800006050,14,"32030001,32030002","32030001,32030002"
208800006070,10,"32030001,32030002","32030001,32030002"
208800006076,12,"32030001,32030002",NULL
208800006089,10,"32030001,32030002","32030001,32030002"
208800006174,6,32030001,NULL
208800006231,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208800006612,10,"32030001,32030002","32030001,32030002"
208800006992,6,32030001,NULL
208800007328,20,"32030001,32030002","32030001,32030002"
208800007718,23,"32030001,32030002","32030001,32030002"
208800007929,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800007942,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800008065,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208800008223,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208800008610,10,"32030001,32030002","32030001,32030002"
208800008672,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800009056,131,"32030001,32030002,32030003,32030004,32030005,32030006",NULL
208800009260,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800009751,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800009753,230,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008","32030002,32030003,32030004,32030005,32030006,32030007,32030008"
208800009852,36,"32030001,32030002,32030003","32030001,32030002,32030003"
208800009904,120,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208800010665,10,"32030001,32030002",NULL
208800010696,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800011014,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208800011533,11,"32030001,32030002","32030001,32030002"
208800011701,9,32030001,32030001
208800011813,13,"32030001,32030002","32030001,32030002"
208800012232,1,32030001,32030001
208800012336,6,32030001,32030001
208800012497,82,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004"
208800012801,1,32030001,32030001
208800012804,15,"32030001,32030002","32030001,32030002"
208800013047,63,"32030001,32030002,32030003,32030004",NULL
208800013103,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208800013372,20,"32030001,32030002","32030001,32030002"
208800013536,5,32030001,32030001
208800013637,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800013803,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800013815,20,"32030001,32030002","32030001,32030002"
208800014099,20,"32030001,32030002",NULL
208800014294,11,"32030001,32030002","32030001,32030002"
208800014513,10,"32030001,32030002",NULL
208800014567,117,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800014591,18,"32030001,32030002","32030001,32030002"
208800014863,10,"32030001,32030002","32030001,32030002"
208800014911,1,32030001,32030001
208800015174,11,"32030001,32030002","32030001,32030002"
208800015226,10,"32030001,32030002","32030001,32030002"
208800017962,130,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208800018289,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208800019316,45,"32030001,32030002,32030003","32030001,32030002,32030003"
208800020183,180,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208800022395,97,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800022442,40,"32030001,32030002,32030003",NULL
208800023470,101,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800024066,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208800024675,100,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800025397,10,"32030001,32030002",32030002
208800025859,3,32030001,NULL
208800027102,24,"32030001,32030002",NULL
208800027193,11,"32030001,32030002","32030001,32030002"
208800028181,66,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208800028508,10,"32030001,32030002",NULL
208800028532,22,"32030001,32030002","32030001,32030002"
208800028804,1,32030001,32030001
208800029437,22,"32030001,32030002","32030001,32030002"
208800029461,33,"32030001,32030002,32030003","32030001,32030002,32030003"
208800029585,20,"32030001,32030002","32030001,32030002"
208800029608,1,32030001,32030001
208800029753,21,"32030001,32030002","32030001,32030002"
208800030242,10,"32030001,32030002","32030001,32030002"
208800030261,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208800030340,1,32030001,32030001
208800030355,10,"32030001,32030002",NULL
208800030434,10,"32030001,32030002",NULL
208800030436,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208800030442,1,32030001,32030001
208800030446,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208800030447,54,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900000033,45,"32030001,32030002,32030003","32030002,32030003"
208900000051,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900000061,15,"32030001,32030002","32030001,32030002"
208900000094,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900000102,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900000107,10,"32030001,32030002","32030001,32030002"
208900000118,38,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000161,20,"32030001,32030002",32030002
208900000216,2,32030001,32030001
208900000232,20,"32030001,32030002","32030001,32030002"
208900000279,10,"32030001,32030002","32030001,32030002"
208900000397,3,32030001,NULL
208900000427,33,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000434,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000460,1,32030001,NULL
208900000491,1,32030001,32030001
208900000505,2,32030001,32030001
208900000519,32,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000546,5,32030001,32030001
208900000590,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000671,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000676,22,"32030001,32030002","32030001,32030002"
208900000770,10,"32030001,32030002",NULL
208900000786,125,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208900000947,10,"32030001,32030002","32030001,32030002"
208900000982,4,32030001,32030001
208900000988,46,"32030001,32030002,32030003","32030001,32030002,32030003"
208900000995,13,"32030001,32030002","32030001,32030002"
208900001007,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900001029,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001135,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001158,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900001292,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900001324,42,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001413,31,"32030001,32030002,32030003","32030001,32030002"
208900001444,10,"32030001,32030002","32030001,32030002"
208900001569,11,"32030001,32030002","32030001,32030002"
208900001595,31,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001612,47,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001641,3,32030001,32030001
208900001716,10,"32030001,32030002","32030001,32030002"
208900001763,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208900001842,13,"32030001,32030002","32030001,32030002"
208900002033,18,"32030001,32030002","32030001,32030002"
208900002052,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003"
208900002139,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900002173,1,32030001,32030001
208900002369,90,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208900002457,16,"32030001,32030002",NULL
208900002720,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900002787,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208900002788,130,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208900002835,30,"32030001,32030002,32030003","32030001,32030002,32030003"
208900002844,10,"32030001,32030002","32030001,32030002"
208900002847,67,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900002975,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208900003010,5,32030001,32030001
208900003193,10,"32030001,32030002",NULL
208900003199,36,"32030001,32030002,32030003","32030001,32030002,32030003"
208900003310,80,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208900003339,10,"32030001,32030002",NULL
208900003600,34,"32030001,32030002,32030003","32030001,32030002,32030003"
208900003650,11,"32030001,32030002","32030001,32030002"
208900003737,151,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208900003855,99,"32030001,32030002,32030003,32030004,32030005","32030001,32030002,32030003,32030004,32030005"
208900004116,10,"32030001,32030002","32030001,32030002"
208900004126,10,"32030001,32030002","32030001,32030002"
208900004557,10,"32030001,32030002","32030001,32030002"
208900004588,60,"32030001,32030002,32030003,32030004",NULL
208900004654,31,"32030001,32030002,32030003","32030001,32030002,32030003"
208900004722,77,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900004876,10,"32030001,32030002",32030002
208900004889,10,"32030001,32030002",NULL
208900005065,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900005149,10,"32030001,32030002",32030002
208900005273,4,32030001,32030001
208900005291,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208900005381,60,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900005411,75,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900005412,20,"32030001,32030002","32030001,32030002"
208900005514,29,"32030001,32030002","32030001,32030002"
208900005548,26,"32030001,32030002","32030001,32030002"
208900005562,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900005568,50,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900005613,44,"32030001,32030002,32030003","32030001,32030002,32030003"
208900005717,35,"32030001,32030002,32030003","32030001,32030002,32030003"
208900005796,12,"32030001,32030002","32030001,32030002"
208900005808,254,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009"
208900005870,1,32030001,32030001
208900005979,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
208900006050,127,"32030001,32030002,32030003,32030004,32030005,32030006","32030001,32030002,32030003,32030004,32030005,32030006"
208900006110,150,"32030001,32030002,32030003,32030004,32030005,32030006,32030007","32030001,32030002,32030003,32030004,32030005,32030006,32030007"
208900006494,10,"32030001,32030002",NULL
208900006541,53,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900006609,10,"32030001,32030002","32030001,32030002"
208900006667,9,32030001,32030001
208900006726,98,"32030001,32030002,32030003,32030004,32030005","32030002,32030003,32030004,32030005"
208900007321,21,"32030001,32030002","32030001,32030002"
208900007416,21,"32030001,32030002","32030001,32030002"
208900007502,56,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900007855,10,"32030001,32030002","32030001,32030002"
208900008241,52,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900008287,55,"32030001,32030002,32030003,32030004","32030001,32030002,32030003,32030004"
208900008602,20,"32030001,32030002","32030001,32030002"
208900008650,10,"32030001,32030002",NULL
208900008750,40,"32030001,32030002,32030003","32030001,32030002,32030003"
208900008942,1,32030001,32030001
208900009681,10,"32030001,32030002","32030001,32030002"
208900009855,301,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010",NULL
208900009867,1,32030001,32030001
208900010149,300,"32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010","32030001,32030002,32030003,32030004,32030005,32030006,32030007,32030008,32030009,32030010"
