81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	1	10000100000000010000000004844064		5451313
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	2	10000100000000010000000004843987		5451391
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	3	10000100000000010000000004844055		5451322
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	4	10000100000000010000000004844116		5451261
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	5	10000100000000010000000004843977		5451401
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	6	10000100000000010000000004843982		5451396
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	7	10000100000000010000000004844017		5451361
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	8	10000100000000010000000004844095		5451282
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	9	10000100000000010000000004844080		5451297
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	10	10000100000000010000000004844010		5451368
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	11	10000100000000010000000004843997		5451381
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	12	10000100000000010000000004844014		5451364
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	13	10000100000000010000000004844040		5451337
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	14	10000100000000010000000004844006		5451372
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	15	10000100000000010000000004844020		5451357
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	16	10000100000000010000000004843989		5451389
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	17	10000100000000010000000004844004		5451374
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	18	10000100000000010000000004843967		5451411
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	19	10000100000000010000000004844011		5451367
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	20	10000100000000010000000004844065		5451312
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	21	10000100000000010000000004844105		5451272
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	22	10000100000000010000000004844008		5451370
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	23	10000100000000010000000004843975		5451403
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	24	10000100000000010000000004844086		5451291
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	25	10000100000000010000000004844077		5451300
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	26	10000100000000010000000004843966		5451412
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	27	10000100000000010000000004843992		5451386
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	28	10000100000000010000000004844056		5451321
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	29	10000100000000010000000004844090		5451287
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	30	10000100000000010000000004844003		5451375
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	31	10000100000000010000000004844027		5451350
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	32	10000100000000010000000004843995		5451383
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	33	10000100000000010000000004844087		5451290
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	34	10000100000000010000000004844061		5451316
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	35	10000100000000010000000004844112		5451265
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	36	10000100000000010000000004844107		5451270
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	37	10000100000000010000000004843971		5451407
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	38	10000100000000010000000004844063		5451314
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	39	10000100000000010000000004843970		5451408
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	40	10000100000000010000000004844067		5451310
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	41	10000100000000010000000004844021		5451356
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	42	10000100000000010000000004844053		5451324
81	–°÷Ì≈Â∆Ê	10000100000000100000000004843933	43	10000100000000010000000004843991		5451387
